,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
13,1017,https://recalls-rappels.canada.ca/en/alert-recall/certain-cauliflower-red-leaf-lettuce-and-green-leaf-lettuce-produced-adam-bros-farming,"Certain cauliflower, red leaf lettuce and green leaf lettuce produced by Adam Bros Farming Inc. recalled due to E. coli O157:H7","Certain cauliflower, red leaf lettuce and green leaf lettuce produced by Adam Bros Farming Inc. recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
December 15, 2018
Type of…",2018-12-15,Microbiological - E. coli O157:H7,Consumer,"Courchesne Larose Ltée, Fresh Taste Produce Ltd., Fruits et Légumes Gaétan Bono Inc., JB Laverdure Inc., Dominion Citrus & Drugs","New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Possibly National, Prince Edward Island, Quebec",Class 1
14,1019,https://recalls-rappels.canada.ca/en/alert-recall/provisions-food-company-brand-asiago-cheese-sundried-tomato-shortbreads-recalled-due,Provisions Food Company brand Asiago Cheese & Sundried Tomato Shortbreads recalled due to mould,"Provisions Food Company brand Asiago Cheese & Sundried Tomato Shortbreads recalled due to mould      
       
  
                        
             
Starting date:
December 13, 2018
Type of communication:
Recall
Alert sub-…",2018-12-13,Microbiological - Non harmful (Quality/Spoilage),Retail,Provisions Food Company,Ontario,Class 3
15,1020,https://recalls-rappels.canada.ca/en/alert-recall/coco-polo-brand-dark-cocoa-bar-70-toasted-coconut-chia-recalled-due-undeclared-milk,Coco Polo brand Dark Cocoa Bar 70% - Toasted Coconut & Chia recalled due to undeclared milk,"Coco Polo brand Dark Cocoa Bar 70% - Toasted Coconut & Chia recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 5, 2018
Type of communication:
Recall
Alert sub-type:…",2018-12-05,Allergen - Milk,Consumer,Bulk Barn Foods Limited,National,Class 1
16,1021,https://recalls-rappels.canada.ca/en/alert-recall/eat-smart-brand-salad-shake-ups-sweet-kale-recalled-due-listeria-monocytogenes,Eat Smart brand Salad Shake Ups – Sweet Kale recalled due to Listeria monocytogenes,"Eat Smart brand Salad Shake Ups – Sweet Kale recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
December 4, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall…",2018-12-04,Microbiological - Listeria,Retail,"Canadawide Fruits Inc., Loblaw Companies Limited, Sobeys Inc., Walmart Canada Corp.",National,Class 1
17,1022,https://recalls-rappels.canada.ca/en/alert-recall/soom-brand-tahini-products-recalled-due-salmonella,Soom brand tahini products recalled due to Salmonella,"Soom brand tahini products recalled due to Salmonella      
       
  
                        
             
Starting date:
November 29, 2018
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning
Subcategory:…",2018-11-29,Microbiological - Salmonella,Consumer,Chef's Warehouse,National,Class 1
18,1023,https://recalls-rappels.canada.ca/en/alert-recall/achva-and-sf-brand-tahini-products-recalled-due-salmonella,Achva and S&F brand tahini products recalled due to Salmonella,"Achva and S&F brand tahini products recalled due to Salmonella      
       
  
                        
             
Starting date:
November 28, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2018-11-28,Microbiological - Salmonella,Retail,"Altra Foods Inc., S & F Food Importers Inc.","Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Possibly National, Quebec",Class 1
19,1024,https://recalls-rappels.canada.ca/en/alert-recall/chukar-brand-amaretto-rainiers-cherries-recalled-due-undeclared-milk,Chukar brand Amaretto Rainiers Cherries recalled due to undeclared milk,"Chukar brand Amaretto Rainiers Cherries recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 21, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2018-11-21,Allergen - Milk,Consumer,Mission Hill Family Estate,British Columbia,Class 1
20,1025,https://recalls-rappels.canada.ca/en/alert-recall/sweets-sucreries-brand-dark-chocolate-covered-cranberries-recalled-due-undeclared-milk,Sweets Sucreries brand Dark Chocolate Covered Cranberries recalled due to undeclared milk,"Sweets Sucreries brand Dark Chocolate Covered Cranberries recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 21, 2018
Type of communication:
Recall
Alert sub-type:
Food…",2018-11-21,Allergen - Milk,Retail,Farm Boy,Ontario,Class 3
21,1026,https://recalls-rappels.canada.ca/en/alert-recall/ottogi-brand-jin-ramen-spicy-and-jin-ramen-mild-recalled-due-undeclared-egg,Ottogi brand Jin Ramen Spicy and Jin Ramen Mild recalled due to undeclared egg,"Ottogi brand Jin Ramen Spicy and Jin Ramen Mild recalled due to undeclared egg      
       
  
                        
             
Starting date:
November 16, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall…",2018-11-16,Allergen - Egg,Retail,"Iris Trade Corp., Lemond Food Group (Vaughan), Korea Food Trading","Alberta, British Columbia, Possibly National",Class 1
22,1027,https://recalls-rappels.canada.ca/en/alert-recall/soup-n-stuff-brand-chicken-noodle-soup-mix-recalled-due-undeclared-egg-and-wheat,Soup N Stuff brand Chicken Noodle Soup Mix recalled due to undeclared egg and wheat,"Soup N Stuff brand Chicken Noodle Soup Mix recalled due to undeclared egg and wheat      
       
  
                        
             
Starting date:
November 16, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall…",2018-11-16,"Allergen - Egg, Allergen - Gluten, Allergen - Wheat",Retail,Soup N Stuff,Saskatchewan,Class 3
23,1028,https://recalls-rappels.canada.ca/en/alert-recall/soup-n-stuff-brand-chicken-noodle-soup-mix-recalled-due-presence-insects,Soup N Stuff brand Chicken Noodle Soup Mix recalled due to presence of insects,"Soup N Stuff brand Chicken Noodle Soup Mix recalled due to presence of insects      
       
  
                        
             
Starting date:
November 14, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-11-14,Extraneous Material,Retail,Soup N Stuff,Saskatchewan,Class 3
24,1029,https://recalls-rappels.canada.ca/en/alert-recall/lococo-s-brand-prepared-meals-recalled-due-undeclared-mustard-egg-anchovy-milk-and-soy,"Lococo's brand prepared meals recalled due to undeclared mustard, egg, anchovy, milk and soy","Lococo's brand prepared meals recalled due to undeclared mustard, egg, anchovy, milk and soy      
       
  
                        
             
Starting date:
November 14, 2018
Type of communication:
Recall
Alert sub-type…",2018-11-14,"Allergen - Egg, Allergen - Fish, Allergen - Milk, Allergen - Mustard, Allergen - Soy",Retail,Lococo's,Ontario,Class 2
25,1030,https://recalls-rappels.canada.ca/en/alert-recall/north-country-cookhouse-brand-italian-style-meatballs-recalled-due-potential-taste,North Country Cookhouse brand Italian Style Meatballs recalled due to potential off-taste,"North Country Cookhouse brand Italian Style Meatballs recalled due to potential off-taste      
       
  
                        
             
Starting date:
November 13, 2018
Type of communication:
Recall
Alert sub-type:…",2018-11-13,Other,Retail,Macgregors Meat & Seafood Ltd.,National,Class 3
26,1031,https://recalls-rappels.canada.ca/en/alert-recall/certain-safeway-brand-ground-beef-products-recalled-due-pieces-metal,Certain Safeway brand ground beef products recalled due to pieces of metal,"Certain Safeway brand ground beef products recalled due to pieces of metal      
       
  
                        
             
Starting date:
November 13, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-11-13,Extraneous Material,Retail,Safeway,British Columbia,Class 2
27,1032,https://recalls-rappels.canada.ca/en/alert-recall/happy-planet-brand-berkeley-butternut-squash-soup-recalled-due-spoilage,Happy Planet brand Berkeley Butternut Squash Soup recalled due to spoilage,"Happy Planet brand Berkeley Butternut Squash Soup recalled due to spoilage      
       
  
                        
             
Starting date:
November 13, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-11-13,Microbiological - Non harmful (Quality/Spoilage),Retail,Earth's Own Food Company,"Alberta, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan, Newfoundland and Labrador",Class 3
28,1033,https://recalls-rappels.canada.ca/en/alert-recall/canada-herb-brand-culantro-ngo-gai-recalled-due-salmonella-0,Canada Herb brand culantro (Ngò Gai) recalled due to Salmonella,"Canada Herb brand culantro (Ngò Gai) recalled due to Salmonella      
       
  
                        
             
Starting date:
November 9, 2018
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2018-11-09,Microbiological - Salmonella,Retail,Canada Herb,Ontario,Class 2
32,1034,https://recalls-rappels.canada.ca/en/alert-recall/schneiders-brand-country-naturals-wieners-recalled-due-undeclared-milk-0,Schneiders brand Country Naturals Wieners recalled due to undeclared milk,"Schneiders brand Country Naturals Wieners recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 8, 2018
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2018-11-08,Allergen - Milk,Retail,Maple Leaf Foods Inc.,National,Class 1
41,1036,https://recalls-rappels.canada.ca/en/alert-recall/balderdash-brewing-co-brand-beer-recalled-due-cans-defective-seams-may-have-sharp,Balderdash Brewing Co brand beer recalled due to cans with defective seams that may have sharp metal sticking out from the rim,"Balderdash Brewing Co brand beer recalled due to cans with defective seams that may have sharp metal sticking out from the rim      
       
  
                        
             
Starting date:
November 5, 2018
Type of…",2018-11-05,Other,"Retail, Hotel/Restaurant/Institutional",Northam Beverages Ltd.,"Alberta, British Columbia",Class 3
42,1037,https://recalls-rappels.canada.ca/en/alert-recall/janes-brand-pub-style-chicken-strips-recalled-due-salmonella,Janes brand Pub Style Chicken Strips recalled due to Salmonella,"Janes brand Pub Style Chicken Strips recalled due to Salmonella      
       
  
                        
             
Starting date:
November 2, 2018
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2018-11-02,Microbiological - Salmonella,Retail,Sofina Foods Inc.,National,Class 1
43,1038,https://recalls-rappels.canada.ca/en/alert-recall/olymel-brand-pork-and-beef-breakfast-sausages-recalled-due-pieces-plastic,Olymel brand Pork and Beef Breakfast Sausages recalled due to pieces of plastic,"Olymel brand Pork and Beef Breakfast Sausages recalled due to pieces of plastic      
       
  
                        
             
Starting date:
November 2, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-11-02,Extraneous Material,Hotel/Restaurant/Institutional,La Fernandière S.E.C.,"Nova Scotia, Quebec",Class 3
44,1039,https://recalls-rappels.canada.ca/en/alert-recall/canada-herb-brand-red-mint-tia-recalled-due-generic-e-coli,Canada Herb brand red mint (Tía Tô) recalled due to generic E. coli,"Canada Herb brand red mint (Tía Tô) recalled due to generic E. coli      
       
  
                        
             
Starting date:
November 1, 2018
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2018-11-01,Microbiological - Other,"Retail, Hotel/Restaurant/Institutional",Canada Herb,Ontario,Class 2
45,1041,https://recalls-rappels.canada.ca/en/alert-recall/kirkland-brand-boneless-skinless-chicken-breasts-recalled-due-odour,Kirkland brand Boneless Skinless Chicken Breasts recalled due to off-odour,"Kirkland brand Boneless Skinless Chicken Breasts recalled due to off-odour      
       
  
                        
             
Starting date:
October 30, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-10-30,Other,Retail,Exceldor Coopérative,"Ontario, Quebec, Newfoundland and Labrador",Class 3
46,1042,https://recalls-rappels.canada.ca/en/alert-recall/janes-brand-pub-style-chicken-burgers-recalled-due-salmonella,Janes brand Pub Style Chicken Burgers recalled due to Salmonella,"Janes brand Pub Style Chicken Burgers recalled due to Salmonella      
       
  
                        
             
Starting date:
October 26, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory…",2018-10-26,Microbiological - Salmonella,Retail,Sofina Foods Inc.,National,Class 1
47,1043,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-too-good-be-wings-butter-chicken-recalled-due-undeclared-egg,President's Choice brand Too Good To Be Wings Butter Chicken recalled due to undeclared egg,"President's Choice brand Too Good To Be Wings Butter Chicken recalled due to undeclared egg      
       
  
                        
             
Starting date:
October 26, 2018
Type of communication:
Recall
Alert sub-type:…",2018-10-26,Allergen - Egg,Retail,Loblaw Companies Limited,National,Class 2
48,1044,https://recalls-rappels.canada.ca/en/alert-recall/original-foods-brand-marshmallow-brooms-and-mallowbats-recalled-due-undeclared-milk,Original Foods brand Marshmallow Brooms and MallowBats recalled due to undeclared milk,"Original Foods brand Marshmallow Brooms and MallowBats recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 24, 2018
Type of communication:
Recall
Alert sub-type:
Updated…",2018-10-24,Allergen - Milk,Retail,Original Foods Ltd.,National,Class 1
49,1045,https://recalls-rappels.canada.ca/en/alert-recall/gia-naturals-brand-green-whole-lentils-recalled-due-undeclared-gluten,Gia Naturals brand Green Whole Lentils recalled due to undeclared gluten,"Gia Naturals brand Green Whole Lentils recalled due to undeclared gluten      
       
  
                        
             
Starting date:
October 24, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2018-10-24,Allergen - Gluten,Retail,Gia Foods Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 3
50,1046,https://recalls-rappels.canada.ca/en/alert-recall/kirkland-brand-and-maple-leaf-brand-boneless-skinless-chicken-breasts-recalled-due,Kirkland brand and Maple Leaf brand Boneless Skinless Chicken Breasts recalled due to off-odour,"Kirkland brand and Maple Leaf brand Boneless Skinless Chicken Breasts recalled due to off-odour      
       
  
                        
             
Starting date:
October 22, 2018
Type of communication:
Recall
Alert sub-type:…",2018-10-22,Other,Retail,Exceldor Coopérative,"New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Quebec",Class 3
51,1047,https://recalls-rappels.canada.ca/en/alert-recall/original-foods-brand-mallowbats-and-m-allows-recalled-due-undeclared-milk,Original Foods brand MallowBats and M'allows recalled due to undeclared milk,"Original Foods brand MallowBats and M'allows recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 22, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall…",2018-10-22,Allergen - Milk,Consumer,Original Foods Ltd.,National,Class 1
52,1048,https://recalls-rappels.canada.ca/en/alert-recall/jenny-craig-brand-chicken-bbq-wrap-recalled-due-listeria-monocytogenes-and-salmonella,Jenny Craig brand Chicken BBQ Wrap recalled due to Listeria monocytogenes and Salmonella,"Jenny Craig brand Chicken BBQ Wrap recalled due to Listeria monocytogenes and Salmonella      
       
  
                        
             
Starting date:
October 22, 2018
Type of communication:
Recall
Alert sub-type:
Food…",2018-10-22,"Microbiological - Listeria, Microbiological - Salmonella",Consumer,SK Food Group,National,Class 1
53,1049,https://recalls-rappels.canada.ca/en/alert-recall/qingchun-brand-and-wulama-brand-products-recalled-due-undeclared-sesame-wheat-and,"Qingchun brand and Wulama brand products recalled due to undeclared sesame, wheat and gluten","Qingchun brand and Wulama brand products recalled due to undeclared sesame, wheat and gluten      
       
  
                        
             
Starting date:
October 20, 2018
Type of communication:
Recall
Alert sub-type:
Food…",2018-10-20,"Allergen - Gluten, Allergen - Sesame Seeds, Allergen - Wheat",Retail,AJ International Trading (2372761 Ontario Inc.),Ontario,Class 2
54,1050,https://recalls-rappels.canada.ca/en/alert-recall/emborg-brand-pizza-style-dairy-free-shreds-recalled-due-undeclared-milk,Emborg brand Pizza Style Dairy Free Shreds recalled due to undeclared milk,"Emborg brand Pizza Style Dairy Free Shreds recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 19, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2018-10-19,Allergen - Milk,Retail,Uhrenholt Group/Richstone Fine Foods,"Alberta, British Columbia, Prince Edward Island, Manitoba, New Brunswick, Nova Scotia, Ontario, Saskatchewan, Newfoundland and Labrador",Class 1
55,1051,https://recalls-rappels.canada.ca/en/alert-recall/certain-nora-s-brand-dairy-free-frozen-desserts-recalled-due-undeclared-milk-0,Certain Nora's brand Dairy-Free Frozen Desserts recalled due to undeclared milk,"Certain Nora's brand Dairy-Free Frozen Desserts recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 18, 2018
Type of communication:
Recall
Alert sub-type:
Updated Food…",2018-10-18,Allergen - Milk,Retail,Nora's Non-Dairy Ltd.,"Alberta, British Columbia",Class 1
59,1053,https://recalls-rappels.canada.ca/en/alert-recall/certain-abbott-brand-formulated-liquid-nutrition-products-235-ml-metal-cans-recalled,Certain Abbott brand formulated liquid nutrition products in 235 mL metal cans recalled due to possible bacterial contamination,"Certain Abbott brand formulated liquid nutrition products in 235 mL metal cans recalled due to possible bacterial contamination      
       
  
                        
             
Starting date:
October 15, 2018
Type of…",2018-10-15,Microbiological - Other,Retail,Abbott,National,--
60,1054,https://recalls-rappels.canada.ca/en/alert-recall/coconut-town-brand-coconut-wafer-roll-recalled-due-undeclared-milk,Coconut Town brand Coconut wafer roll recalled due to undeclared milk,"Coconut Town brand Coconut wafer roll recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 12, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2018-10-12,Allergen - Milk,Consumer,J. L. Trading Co. Ltd.,Ontario,Class 1
61,1055,https://recalls-rappels.canada.ca/en/alert-recall/various-mccain-brand-frozen-products-recalled-due-salmonella-and-listeria,Various McCain brand frozen products recalled due to Salmonella and Listeria,"Various McCain brand frozen products recalled due to Salmonella and Listeria      
       
  
                        
             
Starting date:
October 12, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-10-12,"Microbiological - Listeria, Microbiological - Salmonella",Hotel/Restaurant/Institutional,McCain Foods (Canada),National,Class 2
62,1056,https://recalls-rappels.canada.ca/en/alert-recall/western-family-brand-complete-pancake-mix-recalled-due-presence-insects,Western Family brand Complete Pancake Mix recalled due to presence of insects,"Western Family brand Complete Pancake Mix recalled due to presence of insects      
       
  
                        
             
Starting date:
October 11, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-10-11,Extraneous Material,Retail,Save-On-Foods Limited Partnership,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 3
63,1057,https://recalls-rappels.canada.ca/en/alert-recall/euro-balkan-specialty-foods-brand-balkan-style-kajmak-cream-cheese-product-recalled,Euro-Balkan Specialty Foods brand Balkan Style Kajmak Cream Cheese Product recalled due to a toxin produced by Staphylococcus bacteria,"Euro-Balkan Specialty Foods brand Balkan Style Kajmak Cream Cheese Product recalled due to a toxin produced by Staphylococcus bacteria      
       
  
                        
             
Starting date:
October 11, 2018
Type of…",2018-10-11,Microbiological - Staphylococcus aureus,Hotel/Restaurant/Institutional,Euro-Balkan Specialty Foods,Ontario,Class 2
64,1058,https://recalls-rappels.canada.ca/en/alert-recall/postmark-brewing-brand-could-you-be-more-pacific-pale-ale-recalled-due-bursting-cans,Postmark Brewing brand Could You Be More Pacific Pale Ale recalled due to bursting cans,"Postmark Brewing brand Could You Be More Pacific Pale Ale recalled due to bursting cans      
       
  
                        
             
Starting date:
October 11, 2018
Type of communication:
Recall
Alert sub-type:…",2018-10-11,Microbiological - Non harmful (Quality/Spoilage),"Hotel/Restaurant/Institutional, Retail",Postmark Brewing,British Columbia,Class 3
65,1059,https://recalls-rappels.canada.ca/en/alert-recall/ten-ten-dim-sum-brand-dumplings-recalled-due-undeclared-egg,Ten Ten Dim Sum brand Dumplings recalled due to undeclared egg,"Ten Ten Dim Sum brand Dumplings recalled due to undeclared egg      
       
  
                        
             
Starting date:
October 9, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2018-10-09,Allergen - Egg,Retail,Ten Ten Dim Sum,Ontario,Class 3
66,1060,https://recalls-rappels.canada.ca/en/alert-recall/koushuiwa-brand-rice-cracker-barbecue-flavor-and-squid-snack-hot-spicy-recalled-due,"""Koushuiwa"" brand Rice Cracker (Barbecue Flavor) and Squid Snack (Hot & Spicy) recalled due to undeclared sesame and squid","""Koushuiwa"" brand Rice Cracker (Barbecue Flavor) and Squid Snack (Hot & Spicy) recalled due to undeclared sesame and squid      
       
  
                        
             
Starting date:
October 9, 2018
Type of…",2018-10-09,"Allergen - Crustacean/Shellfish, Allergen - Sesame Seeds",Retail,AJ International Trading (2372761 Ontario Inc.),Ontario,Class 3
67,1061,https://recalls-rappels.canada.ca/en/alert-recall/farm-granja-brand-queso-ranchero-fresco-recalled-due-e-coli-o157h7,The Farm La Granja brand Queso ranchero fresco recalled due to E. coli O157:H7,"The Farm La Granja brand Queso ranchero fresco recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
October 9, 2018
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2018-10-09,Microbiological - E. coli O157:H7,Retail,La Granja Foods,Alberta,Class 1
68,1062,https://recalls-rappels.canada.ca/en/alert-recall/randsland-brand-broccoli-florets-and-broccoli-salad-kit-recalled-due-listeria,Randsland brand Broccoli Florets and Broccoli Salad Kit recalled due to Listeria,"Randsland brand Broccoli Florets and Broccoli Salad Kit recalled due to Listeria      
       
  
                        
             
Starting date:
October 5, 2018
Type of communication:
Recall
Alert sub-type:
Notification…",2018-10-05,Microbiological - Listeria,Hotel/Restaurant/Institutional,Randsland Farms Inc.,"Prince Edward Island, New Brunswick, Nova Scotia",Class 1
69,1063,https://recalls-rappels.canada.ca/en/alert-recall/frank-brand-jerky-and-beef-snack-sticks-recalled-due-mould,Frank brand Jerky and Beef Snack Sticks recalled due to mould,"Frank brand Jerky and Beef Snack Sticks recalled due to mould      
       
  
                        
             
Starting date:
October 5, 2018
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2018-10-05,Microbiological - Non harmful (Quality/Spoilage),Retail,Canadian Tire Corporation,National,Class 3
70,1064,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-oysters-recalled-oyster-kings-due-generic-e-coli,Various brands of oysters recalled by Oyster Kings due to generic E. coli,"Various brands of oysters recalled by Oyster Kings due to generic E. coli      
       
  
                        
             
Starting date:
October 4, 2018
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2018-10-04,Microbiological - Other,"Retail, Hotel/Restaurant/Institutional",671743 NB Inc. (Oyster Kings),"Alberta, British Columbia, Nova Scotia, Ontario, Quebec",Class 2
71,1065,https://recalls-rappels.canada.ca/en/alert-recall/certain-sobeys-brand-packaged-vegetable-products-recalled-due-listeria-monocytogenes,Certain Sobeys brand packaged vegetable products recalled due to Listeria monocytogenes,"Certain Sobeys brand packaged vegetable products recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
October 4, 2018
Type of communication:
Recall
Alert sub-type:
Food…",2018-10-04,Microbiological - Listeria,Retail,Sobeys Inc.,"New Brunswick, Nova Scotia, Prince Edward Island",Class 1
72,1066,https://recalls-rappels.canada.ca/en/alert-recall/carstairs-ideal-weight-loss-and-nutritional-ketosis-brand-protein-bars-recalled-due,Carstairs Ideal Weight Loss and Nutritional Ketosis brand protein bars recalled due to undeclared soy,"Carstairs Ideal Weight Loss and Nutritional Ketosis brand protein bars recalled due to undeclared soy      
       
  
                        
             
Starting date:
October 4, 2018
Type of communication:
Recall
Alert sub-…",2018-10-04,Allergen - Soy,Retail,9355936 Canada Inc.,National,Class 3
