,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
22,3141,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-mustard-st-hubert-brand-king-sauce,Undeclared mustard in St-Hubert brand À La King Sauce,"Undeclared mustard in St-Hubert brand À La King Sauce      
       
  
                        
             
Starting date:
December 6, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen -…",2013-12-06,Allergen - Mustard,Retail,Meilleures Marques Limitée,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Quebec",Class 3
23,3142,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-almonds-your-fitness-dish-brand-quinola-quinoa-granola,Undeclared almonds in Your Fitness Dish brand Quinola Quinoa Granola,"Undeclared almonds in Your Fitness Dish brand Quinola Quinoa Granola      
       
  
                        
             
Starting date:
December 6, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:…",2013-12-06,Allergen - Tree Nut,,Ontario,Retail,Class 3
24,3143,https://recalls-rappels.canada.ca/en/alert-recall/drug-residues-honey-place-brand-honey-products,Drug residues in The Honey Place brand honey products,"Drug residues in The Honey Place brand honey products      
       
  
                        
             
Starting date:
December 5, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Chemical
Hazard…",2013-12-05,Chemical,Retail,The Honey Place,Ontario,Class 2
25,3144,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-sir-charles-brand-schoko-bananen,Undeclared milk in Sir Charles brand Schoko Bananen,"Undeclared milk in Sir Charles brand Schoko Bananen      
       
  
                        
             
Starting date:
December 5, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen - Milk…",2013-12-05,Allergen - Milk,Retail,Omega Food Importers Co. Ltd.,"Alberta, Manitoba, Ontario, Quebec, Saskatchewan",Class 2
26,3145,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-sulphites-certain-naturo-fruit-go-brand-blueberry-pomegranate-fruit-bars,Undeclared sulphites in certain Naturo Fruit to go! brand Blueberry & Pomegranate fruit bars,"Undeclared sulphites in certain Naturo Fruit to go! brand Blueberry & Pomegranate fruit bars      
       
  
                        
             
Starting date:
December 2, 2013
Type of communication:
Recall
Alert sub-type:…",2013-12-02,Allergen - Sulphites,Retail,AAHA Foods,"Alberta, Ontario",Class 3
27,3147,https://recalls-rappels.canada.ca/en/alert-recall/certain-lotus-foods-brand-noodles-may-contain-mould,Certain Lotus Foods brand noodles may contain mould,"Certain Lotus Foods brand noodles may contain mould      
       
  
                        
             
Starting date:
December 2, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Microbiological -…",2013-12-02,Microbiological - Non harmful (Quality/Spoilage),Retail,Left Coast Naturals,"Alberta, British Columbia",Class 3
28,3148,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-organic-traditions-brand-dark-chocolate-hazelnuts,Undeclared milk in certain Organic Traditions brand dark chocolate hazelnuts,"Undeclared milk in certain Organic Traditions brand dark chocolate hazelnuts      
       
  
                        
             
Starting date:
November 29, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert…",2013-11-29,Allergen - Milk,Retail,Advantage Health Matters Inc.,National,Class 2
29,3149,https://recalls-rappels.canada.ca/en/alert-recall/certain-fresh-and-healthy-brand-fresh-mozzarella-cheese-may-contain-generic-e-coli,Certain Fresh and Healthy brand fresh mozzarella cheese may contain generic E. coli bacteria,"Certain Fresh and Healthy brand fresh mozzarella cheese may contain generic E. coli bacteria      
       
  
                        
             
Starting date:
November 29, 2013
Type of communication:
Recall
Alert sub-type:…",2013-11-29,Microbiological - Other,Retail,Gevinoth Yisroel Dairy Products,"Ontario, Quebec",Class 2
30,3150,https://recalls-rappels.canada.ca/en/alert-recall/hazella-brand-chocolatey-hazelnut-spreads-recalled-due-undeclared-almonds,Hazella brand Chocolatey Hazelnut Spreads recalled due to undeclared almonds,"Hazella brand Chocolatey Hazelnut Spreads recalled due to undeclared almonds      
       
  
                        
             
Starting date:
November 29, 2013
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2013-11-29,Allergen - Other,Retail,Magid Brothers Distribution Inc.,National,Class 1
31,3151,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-sulphites-certain-premium-brand-champanades,Undeclared sulphites in certain Premium brand champanades,"Undeclared sulphites in certain Premium brand champanades      
       
  
                        
             
Starting date:
November 29, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen -…",2013-11-29,Allergen - Sulphites,Retail,Creative Juiices,National,Class 3
32,3152,https://recalls-rappels.canada.ca/en/alert-recall/hazella-brand-chocolatey-hazelnut-spread-recalled-due-undeclared-almonds,Hazella brand Chocolatey Hazelnut Spread recalled due to undeclared almonds,"Hazella brand Chocolatey Hazelnut Spread recalled due to undeclared almonds      
       
  
                        
             
Starting date:
November 28, 2013
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2013-11-28,Allergen - Other,Retail,Magid Brothers Distribution Inc.,National,Class 1
33,3153,https://recalls-rappels.canada.ca/en/alert-recall/certain-healthcare-food-services-brand-chicken-rice-soup-may-contain-pieces-plastic,Certain Healthcare Food Services brand Chicken Rice Soup may contain pieces of plastic,"Certain Healthcare Food Services brand Chicken Rice Soup may contain pieces of plastic      
       
  
                        
             
Starting date:
November 27, 2013
Type of communication:
Recall
Alert sub-type:…",2013-11-27,Extraneous Material,Hotel/Restaurant/Institutional,Healthcare Food Services Ontario Inc.,"Nunavut, Ontario",Class 2
34,3154,https://recalls-rappels.canada.ca/en/alert-recall/certain-aguirre-honey-farms-brand-goldenrod-honey-may-contain-lead,Certain Aguirre Honey Farms brand Goldenrod Honey may contain lead,"Certain Aguirre Honey Farms brand Goldenrod Honey may contain lead      
       
  
                        
             
Starting date:
November 22, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2013-11-22,Chemical,Retail,Aguirre Honey Farms,Ontario,Class 3
35,3155,https://recalls-rappels.canada.ca/en/alert-recall/certain-shredded-and-flaked-coconut-products-various-brand-names-are-being-recalled,Certain Shredded and Flaked Coconut products (various brand names) are being recalled,"Certain Shredded and Flaked Coconut products (various brand names) are being recalled      
       
  
                        
             
Starting date:
November 22, 2013
Type of communication:
Recall
Alert sub-type:…",2013-11-22,Other,Retail,Trophy Foods Inc.,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 3
36,3156,https://recalls-rappels.canada.ca/en/alert-recall/recall-certain-wu-mu-brand-noodles-due-non-permitted-food-colour,Recall of certain Wu-Mu brand noodles due to non-permitted food colour,"Recall of certain Wu-Mu brand noodles due to non-permitted food colour      
       
  
                        
             
Starting date:
November 22, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2013-11-22,Chemical,Retail,Uncle T Food Ltd.,"Alberta, British Columbia, Ontario",Class 3
37,3157,https://recalls-rappels.canada.ca/en/alert-recall/certain-flora-brand-organic-double-ginger-herbal-tea-blend-may-contain-salmonella,Certain Flora brand Organic Double Ginger Herbal Tea Blend may contain Salmonella,"Certain Flora brand Organic Double Ginger Herbal Tea Blend may contain Salmonella      
       
  
                        
             
Starting date:
November 21, 2013
Type of communication:
Recall
Alert sub-type:
Notification…",2013-11-21,Microbiological - Salmonella,Retail,Flora Manufacturing & Distributing Ltd.,National,Class 3
38,3158,https://recalls-rappels.canada.ca/en/alert-recall/certain-mr-sub-brand-spicy-chicken-bites-may-contain-salmonella-or-campylobacter,Certain Mr. Sub brand Spicy Chicken Bites may contain Salmonella or Campylobacter bacteria due to undercooking,"Certain Mr. Sub brand Spicy Chicken Bites may contain Salmonella or Campylobacter bacteria due to undercooking      
       
  
                        
             
Starting date:
November 19, 2013
Type of communication:
Recall…",2013-11-19,"Microbiological - Other, Microbiological - Salmonella",Hotel/Restaurant/Institutional,Maple Leaf Consumer Foods,"Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan, Newfoundland and Labrador",Class 2
39,3159,https://recalls-rappels.canada.ca/en/alert-recall/suraj-brand-garlic-powder-recalled-due-salmonella,Suraj brand Garlic Powder recalled due to Salmonella,"Suraj brand Garlic Powder recalled due to Salmonella      
       
  
                        
             
Starting date:
November 19, 2013
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:…",2013-11-19,Microbiological - Salmonella,Retail,Loblaw Companies Limited,National,Class 2
40,3160,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-almonds-certain-takovo-brand-eurocrem-spread,Undeclared almonds in certain Takovo brand Eurocrem Spread,"Undeclared almonds in certain Takovo brand Eurocrem Spread      
       
  
                        
             
Starting date:
November 18, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen…",2013-11-18,Allergen - Tree Nut,Retail,Miraco Euro Food Ltd.,"Alberta, British Columbia",Class 3
41,3161,https://recalls-rappels.canada.ca/en/alert-recall/ground-beef-viandes-lauzon-est-111-recalled-due-e-coli-o157h7,Ground Beef From Viandes Lauzon (EST. 111) Recalled due to E. coli O157:H7,"Ground Beef From Viandes Lauzon (EST. 111) Recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
November 18, 2013
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2013-11-18,Microbiological - E. coli O157,Hotel/Restaurant/Institutional,Groupe Colabor Inc.,Quebec,Class 1
42,3162,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-gluten-comensoli-brand-muffin-mix,Undeclared gluten in Comensoli brand Muffin Mix,"Undeclared gluten in Comensoli brand Muffin Mix      
       
  
                        
             
Starting date:
November 15, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen - Gluten…",2013-11-15,Allergen - Gluten,Retail,Comensoli Holdings Inc.,National,Class 3
43,3163,https://recalls-rappels.canada.ca/en/alert-recall/certain-no-name-brand-chicken-hot-dogs-may-contain-pieces-cellulose-casing,Certain no name brand Chicken Hot Dogs may contain pieces of cellulose casing,"Certain no name brand Chicken Hot Dogs may contain pieces of cellulose casing      
       
  
                        
             
Starting date:
November 15, 2013
Type of communication:
Recall
Alert sub-type:
Notification…",2013-11-15,Extraneous Material,Retail,Loblaw Companies Limited,National,Class 3
44,3164,https://recalls-rappels.canada.ca/en/alert-recall/certain-fromagerie-du-presbytere-brand-brie-paysan-may-contain-e-coli,Certain Fromagerie du Presbytère brand Brie Paysan may contain E. coli,"Certain Fromagerie du Presbytère brand Brie Paysan may contain E. coli      
       
  
                        
             
Starting date:
November 15, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2013-11-15,Microbiological - Other,Retail,9140-5621 Québec Inc. (Fromagerie du Presbytère),"Ontario, Quebec",Class 2
45,3165,https://recalls-rappels.canada.ca/en/alert-recall/schwartz-s-home-brand-smoked-meat-recalled-due-listeria-monocytogenes-0,Schwartz's At Home brand Smoked Meat recalled due to Listeria monocytogenes,"Schwartz's At Home brand Smoked Meat recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 15, 2013
Type of communication:
Recall
Alert sub-type:
Updated Food…",2013-11-15,Microbiological - Listeria,Retail,Les Salaisons Desco Inc.,"Nova Scotia, Ontario, Possibly National, Quebec",Class 1
49,3166,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-caissie-meat-grocery-brand-bakery-products,Undeclared milk in certain Caissie Meat & Grocery brand bakery products,"Undeclared milk in certain Caissie Meat & Grocery brand bakery products      
       
  
                        
             
Starting date:
November 15, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert…",2013-11-15,Allergen - Milk,Retail,Caissie Grocery & Meat Ltd.,New Brunswick,Class 3
50,3167,https://recalls-rappels.canada.ca/en/alert-recall/ethnoscience-brand-dark-chocolate-goji-berries-recalled-due-undeclared-milk,Ethnoscience brand Dark Chocolate GOJI Berries recalled due to undeclared milk,"Ethnoscience brand Dark Chocolate GOJI Berries recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 14, 2013
Type of communication:
Recall
Alert sub-type:
Food Recall…",2013-11-14,Allergen - Milk,Retail,Ecoideas Innovations Inc.,"Ontario, British Columbia, Quebec",Class 2
51,3168,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-wheat-certain-forever-health-brand-products,Undeclared wheat in certain Forever Health brand products,"Undeclared wheat in certain Forever Health brand products      
       
  
                        
             
Starting date:
November 14, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen -…",2013-11-14,Allergen - Wheat,8462,British Columbia,Retail,Class 2
52,3169,https://recalls-rappels.canada.ca/en/alert-recall/certain-quebon-brand-2-milk-recalled,Certain Québon brand 2% milk is recalled,"Certain Québon brand 2% milk is recalled      
       
  
                        
             
Starting date:
November 14, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Microbiological - Non harmful…",2013-11-14,Microbiological - Non harmful (Quality/Spoilage),Hotel/Restaurant/Institutional,Agropur Coopérative,Quebec,Class 3
53,3170,https://recalls-rappels.canada.ca/en/alert-recall/certain-gioia-brand-biscuits-are-recalled,Certain Gioia brand biscuits are recalled,"Certain Gioia brand biscuits are recalled      
       
  
                        
             
Starting date:
November 14, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Microbiological - Non…",2013-11-14,Microbiological - Non harmful (Quality/Spoilage),Retail,Molisana Imports,"Ontario, Quebec",Class 3
54,3171,https://recalls-rappels.canada.ca/en/alert-recall/extraneous-material-certain-kirkland-signature-brand-bakery-products,Extraneous material in certain Kirkland Signature brand bakery products,"Extraneous material in certain Kirkland Signature brand bakery products      
       
  
                        
             
Starting date:
November 14, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2013-11-14,Extraneous Material,Retail,Costco #251 (Calgary South),Alberta,Class 3
55,3173,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-lotte-brand-milkis-soft-drink,Undeclared milk in certain Lotte brand Milkis Soft Drink,"Undeclared milk in certain Lotte brand Milkis Soft Drink      
       
  
                        
             
Starting date:
November 13, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen -…",2013-11-13,Allergen - Milk,Retail,PK Trading Inc.,"Ontario, Alberta",Class 2
56,3174,https://recalls-rappels.canada.ca/en/alert-recall/sani-brand-cakes-recalled-due-undeclared-milk,Sani brand cakes recalled due to undeclared milk,"Sani brand cakes recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 13, 2013
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)
Subcategory:…",2013-11-13,Allergen - Milk,Retail,9207-7130 Québec Inc.,Quebec,Class 1
57,3176,https://recalls-rappels.canada.ca/en/alert-recall/bella-tavola-brand-pastas-recalled-due-undeclared-milk-0,Bella Tavola brand pastas recalled due to undeclared milk,"Bella Tavola brand pastas recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 11, 2013
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning (Allergen…",2013-11-11,Allergen - Milk,Retail,Loblaw Companies Limited,National,Class 1
61,3177,https://recalls-rappels.canada.ca/en/alert-recall/various-minuet-brand-snack-products-recalled-due-undeclared-egg-and-milk,Various Minuet brand snack products recalled due to undeclared egg and milk,"Various Minuet brand snack products recalled due to undeclared egg and milk      
       
  
                        
             
Starting date:
November 9, 2013
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2013-11-09,"Allergen - Egg, Allergen - Milk",Retail,Tritap Food Brokers,National,Class 1
62,3179,https://recalls-rappels.canada.ca/en/alert-recall/forever-health-brand-imitation-ham-recalled-due-undeclared-wheat,Forever Health brand Imitation Ham recalled due to undeclared wheat,"Forever Health brand Imitation Ham recalled due to undeclared wheat      
       
  
                        
             
Starting date:
November 8, 2013
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen…",2013-11-08,Allergen - Wheat,Retail,Happy Veggie World Ltd.,"Alberta, British Columbia, Manitoba, Ontario, Quebec",Class 1
63,3181,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-mustard-and-fish-certain-aliments-rose-hill-foods-inc-brand-bouillon-mix,Undeclared mustard and fish in certain Les Aliments Rose Hill Foods Inc. brand Bouillon Mix,"Undeclared mustard and fish in certain Les Aliments Rose Hill Foods Inc. brand Bouillon Mix      
       
  
                        
             
Starting date:
November 7, 2013
Type of communication:
Recall
Alert sub-type:…",2013-11-07,"Allergen - Fish, Allergen - Mustard",Hotel/Restaurant/Institutional,Les Aliments Rose Hill Foods Inc.,Quebec,Class 2
64,3182,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-almonds-certain-takovo-brand-eurocrem-blok,Undeclared almonds in certain Takovo brand Eurocrem Blok,"Undeclared almonds in certain Takovo brand Eurocrem Blok      
       
  
                        
             
Starting date:
November 6, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:
Allergen -…",2013-11-06,Allergen - Tree Nut,Retail,Miraco Euro Food Ltd.,"Alberta, British Columbia",Class 3
65,3183,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-petit-charcutier-brand-turkey-breast-products,Undeclared milk in certain La Petit Charcutier brand turkey breast products,"Undeclared milk in certain La Petit Charcutier brand turkey breast products      
       
  
                        
             
Starting date:
November 5, 2013
Type of communication:
Recall
Alert sub-type:
Allergy Alert…",2013-11-05,Allergen - Milk,Retail,Olymel S.E.C. / L.P.,Quebec,Class 2
66,3184,https://recalls-rappels.canada.ca/en/alert-recall/hot-dog-relish-recalled-due-potential-presence-dangerous-bacteria,Hot Dog Relish recalled due to potential presence of dangerous bacteria,"Hot Dog Relish recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
November 4, 2013
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2013-11-04,Microbiological - Clostridium botulinum,Retail,Orange Blossom Farm,Ontario,Class 1
67,3185,https://recalls-rappels.canada.ca/en/alert-recall/various-salad-products-recalled-due-listeria-monocytogenes,Various salad products recalled due to Listeria monocytogenes,"Various salad products recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 3, 2013
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2013-11-03,Microbiological - Listeria,Retail,Reser's Fine Foods Inc.,National,Class 1
68,3186,https://recalls-rappels.canada.ca/en/alert-recall/certain-bulk-dehydrated-garlic-granule-may-contain-b-cereus,Certain bulk dehydrated garlic granule may contain B. cereus,"Certain bulk dehydrated garlic granule may contain B. cereus      
       
  
                        
             
Starting date:
November 1, 2013
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2013-11-01,Microbiological - Other,"Retail, Warehouse",Ludi Trading Co. Ltd.,"New Brunswick, Nova Scotia, Ontario, Quebec",Class 2
