,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
23,425,https://recalls-rappels.canada.ca/en/alert-recall/imperial-flavours-brand-chocolate-chips-recalled-due-pieces-metal,Imperial Flavours brand Chocolate Chips recalled due to pieces of metal,"Imperial Flavours brand Chocolate Chips recalled due to pieces of metal      
       
  
                        
             
Starting date:
December 10, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2020-12-10,Extraneous Material,Warehouse,Imperial Flavours Inc.,Ontario,Class 2
24,426,https://recalls-rappels.canada.ca/en/alert-recall/certain-compliments-brand-levitts-brand-and-deli-shop-brand-deli-meat-products,"Certain Compliments brand, Levitts brand, and The Deli-Shop brand deli meat products recalled due to Listeria monocytogenes","Certain Compliments brand, Levitts brand, and The Deli-Shop brand deli meat products recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
December 7, 2020
Type of…",2020-12-07,Microbiological - Listeria,Consumer,Levitts Foods (Canada) Inc.,"Alberta, Nova Scotia, Ontario, Possibly National, Quebec",Class 1
25,427,https://recalls-rappels.canada.ca/en/alert-recall/kandy-brand-tuna-dry-fish-recalled-due-histamine,Kandy brand Tuna Dry Fish recalled due to histamine,"Kandy brand Tuna Dry Fish recalled due to histamine      
       
  
                        
             
Starting date:
December 2, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Chemical
Hazard…",2020-12-02,Chemical,14125,Ontario,Retail,Class 2
26,428,https://recalls-rappels.canada.ca/en/alert-recall/ding-ho-foods-brand-fried-fish-balls-recalled-due-pieces-plastic,Ding Ho Foods brand Fried Fish Balls recalled due to pieces of plastic,"Ding Ho Foods brand Fried Fish Balls recalled due to pieces of plastic      
       
  
                        
             
Starting date:
December 2, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2020-12-02,Extraneous Material,Retail,Ding Ho Foods Inc.,Ontario,Class 2
27,429,https://recalls-rappels.canada.ca/en/alert-recall/certain-kawartha-dairy-brand-ice-cream-products-recalled-due-possible-presence-pieces,Certain Kawartha Dairy brand ice cream products recalled due to possible presence of pieces of metal,"Certain Kawartha Dairy brand ice cream products recalled due to possible presence of pieces of metal      
       
  
                        
             
Starting date:
November 29, 2020
Type of communication:
Recall
Alert sub-…",2020-11-29,Extraneous Material,Consumer,Kawartha Dairy Limited,Ontario,Class 2
28,430,https://recalls-rappels.canada.ca/en/alert-recall/fresh-attitude-brand-baby-spinach-recalled-due-salmonella-1,Fresh Attitude brand Baby Spinach recalled due to Salmonella,"Fresh Attitude brand Baby Spinach recalled due to Salmonella      
       
  
                        
             
Starting date:
November 28, 2020
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2020-11-28,Microbiological - Salmonella,Consumer,Vegpro International,"May be distributed in other Atlantic provinces, New Brunswick, Ontario, Quebec",Class 2
37,431,https://recalls-rappels.canada.ca/en/alert-recall/certain-metro-brand-products-recalled-due-salmonella,Certain Metro brand products recalled due to Salmonella,"Certain Metro brand products recalled due to Salmonella      
       
  
                        
             
Starting date:
November 28, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:…",2020-11-28,Microbiological - Salmonella,Consumer,Metro Ontario Inc.,Ontario,Class 2
38,432,https://recalls-rappels.canada.ca/en/alert-recall/gelsius-brand-iqf-sliced-white-apples-and-iqf-diced-apples-recalled-due-undeclared,Gelsius brand IQF Sliced White Apples and IQF Diced Apples recalled due to undeclared sulphites,"Gelsius brand IQF Sliced White Apples and IQF Diced Apples recalled due to undeclared sulphites      
       
  
                        
             
Starting date:
November 28, 2020
Type of communication:
Recall
Alert sub-type:…",2020-11-28,Allergen - Sulphites,"Retail, Hotel/Restaurant/Institutional",Distributions Farinex,"Ontario, Quebec",Class 2
39,434,https://recalls-rappels.canada.ca/en/alert-recall/farm-boy-brand-deluxe-chocolate-brownie-mix-recalled-due-undeclared-milk,Farm Boy brand Deluxe Chocolate Brownie Mix recalled due to undeclared milk,"Farm Boy brand Deluxe Chocolate Brownie Mix recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 26, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2020-11-26,Allergen - Milk,Consumer,Farm Boy Company Inc.,Ontario,Class 1
40,435,https://recalls-rappels.canada.ca/en/alert-recall/bottled-beef-and-bottled-chicken-made-robert-waite-sold-no-labels-may-be-unsafe-due,"Bottled beef and Bottled chicken made by Robert Waite, sold with no labels, may be unsafe due to potential presence of dangerous bacteria","Bottled beef and Bottled chicken made by Robert Waite, sold with no labels, may be unsafe due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
November 26, 2020
Type…",2020-11-26,Microbiological - Clostridium botulinum,Consumer,--,Prince Edward Island,--
41,437,https://recalls-rappels.canada.ca/en/alert-recall/eggs-oeufs-richard-eggs-inc-recalled-due-salmonella-0,Eggs from Les Œufs Richard Eggs Inc. recalled due to Salmonella,"Eggs from Les Œufs Richard Eggs Inc. recalled due to Salmonella      
       
  
                        
             
Starting date:
November 24, 2020
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2020-11-24,Microbiological - Salmonella,Retail,Les Åufs Richard Eggs Inc.,"Ontario, Quebec",Class 2
45,438,https://recalls-rappels.canada.ca/en/alert-recall/certain-isagenix-brand-isalean-products-may-be-unsafe-due-over-fortification-0,Certain Isagenix brand Isalean products may be unsafe due to over-fortification of vitamins,"Certain Isagenix brand Isalean products may be unsafe due to over-fortification of vitamins      
       
  
                        
             
Starting date:
November 24, 2020
Type of communication:
Recall
Alert sub-type:…",2020-11-24,Other,Consumer,Isagenix International LLC,Possibly National,Class 1
49,439,https://recalls-rappels.canada.ca/en/alert-recall/no-brand-senna-leaves-recalled-due-non-permitted-food-ingredients,No brand Senna Leaves recalled due to non-permitted food ingredients,"No brand Senna Leaves recalled due to non-permitted food ingredients      
       
  
                        
             
Starting date:
November 24, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2020-11-24,Non-permitted Food Ingredients,Retail,Ferma Food Products,Ontario,Class 2
50,440,https://recalls-rappels.canada.ca/en/alert-recall/certain-miss-vickie-s-brand-original-recipe-kettle-cooked-potato-chips-recalled-due,Certain Miss Vickie's brand Original Recipe Kettle Cooked Potato Chips recalled due to possible presence of pieces of glass,"Certain Miss Vickie's brand Original Recipe Kettle Cooked Potato Chips recalled due to possible presence of pieces of glass      
       
  
                        
             
Starting date:
November 23, 2020
Type of…",2020-11-23,Extraneous Material,Retail,Miss Vickie's Canada,"Alberta, Manitoba, Ontario, Quebec, Saskatchewan",Class 2
51,441,https://recalls-rappels.canada.ca/en/alert-recall/compliments-brand-smoked-beef-pastrami-recalled-due-listeria-monocytogenes,Compliments brand Smoked Beef Pastrami recalled due to Listeria monocytogenes,"Compliments brand Smoked Beef Pastrami recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 22, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall…",2020-11-22,Microbiological - Listeria,Retail,Levitts Foods (Canada) Inc.,"Alberta, Nova Scotia, Ontario, Possibly National",Class 1
52,443,https://recalls-rappels.canada.ca/en/alert-recall/unmeatable-brand-southern-style-breaded-strips-recalled-due-undeclared-wheat,Unmeatable brand Southern-style Breaded Strips recalled due to undeclared wheat,"Unmeatable brand Southern-style Breaded Strips recalled due to undeclared wheat      
       
  
                        
             
Starting date:
November 21, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall…",2020-11-21,Allergen - Wheat,Retail,Grand River Foods Ltd.,"Alberta, British Columbia, Manitoba, Nova Scotia, Possibly National",Class 1
53,444,https://recalls-rappels.canada.ca/en/alert-recall/my-grandfather-s-farm-brand-pumpkin-pie-jam-recalled-due-potential-presence-dangerous,My Grandfather's Farm brand Pumpkin Pie Jam recalled due to potential presence of dangerous bacteria,"My Grandfather's Farm brand Pumpkin Pie Jam recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
November 20, 2020
Type of communication:
Recall
Alert…",2020-11-20,Microbiological - Other,Retail,My Grandfather's Farm,Nova Scotia,Class 1
54,445,https://recalls-rappels.canada.ca/en/alert-recall/montana-s-brand-salisbury-meat-pot-pie-recalled-due-mould,Montana's brand Salisbury Meat Pot Pie recalled due to mould,"Montana's brand Salisbury Meat Pot Pie recalled due to mould      
       
  
                        
             
Starting date:
November 19, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2020-11-19,Microbiological - Non harmful (Quality/Spoilage),Retail,Maitre Saladier Inc. (79),"Nova Scotia, Ontario",Class 3
55,446,https://recalls-rappels.canada.ca/en/alert-recall/isagenix-brand-isalean-whole-blend-plant-based-shake-banana-bread-flavour-may-be,Isagenix brand Isalean Whole Blend plant-based shake Banana Bread Flavour may be unsafe due to over-fortification of minerals,"Isagenix brand Isalean Whole Blend plant-based shake Banana Bread Flavour may be unsafe due to over-fortification of minerals      
       
  
                        
             
Starting date:
November 14, 2020
Type of…",2020-11-14,Other,Consumer,Isagenix International LLC,Possibly National,Class 1
56,447,https://recalls-rappels.canada.ca/en/alert-recall/amour-tradition-brand-fondues-recalled-due-undeclared-wheat,Amour & Tradition brand fondues recalled due to undeclared wheat,"Amour & Tradition brand fondues recalled due to undeclared wheat      
       
  
                        
             
Starting date:
November 13, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2020-11-13,"Allergen - Gluten, Allergen - Wheat",Retail,Au P'tit Marché Traiteur Inc.,Quebec,Class 1
57,448,https://recalls-rappels.canada.ca/en/alert-recall/gelsius-brand-iqf-sliced-white-apples-recalled-due-undeclared-sulphites,Gelsius brand IQF Sliced White Apples recalled due to undeclared sulphites,"Gelsius brand IQF Sliced White Apples recalled due to undeclared sulphites      
       
  
                        
             
Starting date:
November 13, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2020-11-13,Allergen - Sulphites,Hotel/Restaurant/Institutional,Distributions Farinex,"Ontario, Quebec",Class 1
58,449,https://recalls-rappels.canada.ca/en/alert-recall/alwatania-brand-halva-extra-recalled-due-salmonella-0,Alwatania brand Halva Extra recalled due to Salmonella,"Alwatania brand Halva Extra recalled due to Salmonella      
       
  
                        
             
Starting date:
November 12, 2020
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning
Subcategory:…",2020-11-12,Microbiological - Salmonella,Consumer,Migahid & Elsawi Co. Ltd.,Ontario,Class 2
62,450,https://recalls-rappels.canada.ca/en/alert-recall/thornloe-brand-white-cheese-curds-recalled-due-generic-e-coli,Thornloe brand White Cheese Curds recalled due to generic E. coli,"Thornloe brand White Cheese Curds recalled due to generic E. coli      
       
  
                        
             
Starting date:
November 12, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2020-11-12,Microbiological - Other,Retail,Thornloe Cheese Inc.,Ontario,Class 2
63,451,https://recalls-rappels.canada.ca/en/alert-recall/sharwood-s-brand-tikka-curry-paste-recalled-due-undeclared-mustard,Sharwood's brand Tikka Curry Paste recalled due to undeclared mustard,"Sharwood's brand Tikka Curry Paste recalled due to undeclared mustard      
       
  
                        
             
Starting date:
November 7, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2020-11-07,Allergen - Mustard,Retail,Tree of Life Canada ULC,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Possibly National, Prince Edward Island, Quebec",Class 1
64,453,https://recalls-rappels.canada.ca/en/alert-recall/bake-my-day-brand-chicken-pot-pie-recalled-due-undeclared-egg,Bake My Day brand Chicken Pot Pie recalled due to undeclared egg,"Bake My Day brand Chicken Pot Pie recalled due to undeclared egg      
       
  
                        
             
Starting date:
November 6, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2020-11-06,Allergen - Egg,Retail,Bake My Day Gluten-Free Bakeries Ltd.,British Columbia,Class 2
65,454,https://recalls-rappels.canada.ca/en/alert-recall/sysco-brand-white-navy-beans-recalled-due-presence-insects,Sysco brand White Navy Beans recalled due to presence of insects,"Sysco brand White Navy Beans recalled due to presence of insects      
       
  
                        
             
Starting date:
November 5, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2020-11-05,Extraneous Material,Hotel/Restaurant/Institutional,Shah Trading Co. Ltd.,National,Class 3
66,455,https://recalls-rappels.canada.ca/en/alert-recall/certain-miss-vickie-s-brand-kettle-cooked-potato-chips-recalled-due-possible-presence,Certain Miss Vickie's brand Kettle Cooked Potato Chips recalled due to possible presence of pieces of glass,"Certain Miss Vickie's brand Kettle Cooked Potato Chips recalled due to possible presence of pieces of glass      
       
  
                        
             
Starting date:
November 3, 2020
Type of communication:
Recall…",2020-11-03,Extraneous Material,Retail,Miss Vickie's Canada,"New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Quebec, Alberta, Manitoba, Saskatchewan",Class 2
67,456,https://recalls-rappels.canada.ca/en/alert-recall/certain-isagenix-brand-isalean-bars-may-be-unsafe-due-over-fortification-vitamins,Certain Isagenix brand Isalean Bars may be unsafe due to over fortification of vitamins,"Certain Isagenix brand Isalean Bars may be unsafe due to over fortification of vitamins      
       
  
                        
             
Starting date:
October 31, 2020
Type of communication:
Recall
Alert sub-type:
Food…",2020-10-31,Other,Consumer,Isagenix International LLC,Possibly National,Class 1
68,458,https://recalls-rappels.canada.ca/en/alert-recall/nature-s-intent-brand-dark-chocolate-enrobed-fruit-products-recalled-due-undeclared,Nature's Intent brand Dark Chocolate Enrobed fruit products recalled due to undeclared milk,"Nature's Intent brand Dark Chocolate Enrobed fruit products recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 23, 2020
Type of communication:
Recall
Alert sub-type:…",2020-10-23,Allergen - Milk,Consumer,Nature's Intent LLC,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Possibly National, Saskatchewan",Class 1
69,459,https://recalls-rappels.canada.ca/en/alert-recall/nature-s-intent-brand-dark-chocolate-enrobed-pineapples-and-dark-chocolate-enrobed,Nature's Intent brand Dark Chocolate Enrobed Pineapples and Dark Chocolate Enrobed Mangoes recalled due to undeclared milk,"Nature's Intent brand Dark Chocolate Enrobed Pineapples and Dark Chocolate Enrobed Mangoes recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 22, 2020
Type of…",2020-10-22,Allergen - Milk,Retail,Nature's Intent LLC,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Possibly National, Saskatchewan",Class 1
70,460,https://recalls-rappels.canada.ca/en/alert-recall/mom-s-pantry-jim-leonie-brand-garlic-spread-recalled-due-undeclared-milk,Mom's Pantry / Jim & Leonie brand Garlic Spread recalled due to undeclared milk,"Mom's Pantry / Jim & Leonie brand Garlic Spread recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 20, 2020
Type of communication:
Recall
Alert sub-type:
Food…",2020-10-20,Allergen - Milk,Retail,Mom's Pantry Products Ltd.,National,Class 1
71,461,https://recalls-rappels.canada.ca/en/alert-recall/high-quality-organics-brand-organic-parsley-medium-recalled-due-salmonella,High Quality Organics brand Organic Parsley Medium recalled due to Salmonella,"High Quality Organics brand Organic Parsley Medium recalled due to Salmonella      
       
  
                        
             
Starting date:
October 20, 2020
Type of communication:
Recall
Alert sub-type:
Notification…",2020-10-20,Microbiological - Salmonella,Hotel/Restaurant/Institutional,"Cambrian Solutions, a Maroon Group Company",Ontario,Class 2
72,462,https://recalls-rappels.canada.ca/en/alert-recall/artisan-bake-shoppe-ltd-brand-organic-multigrain-bread-recalled-due-undeclared-sesame,The Artisan Bake Shoppe Ltd brand Organic Multigrain Bread recalled due to undeclared sesame,"The Artisan Bake Shoppe Ltd brand Organic Multigrain Bread recalled due to undeclared sesame      
       
  
                        
             
Starting date:
October 16, 2020
Type of communication:
Recall
Alert sub-type:
Food…",2020-10-16,Allergen - Sesame Seeds,Retail,The Artisan Bake Shoppe Ltd.,British Columbia,Class 2
73,463,https://recalls-rappels.canada.ca/en/alert-recall/alwatania-brand-liquid-tahina-recalled-due-salmonella,Alwatania brand Liquid Tahina recalled due to Salmonella,"Alwatania brand Liquid Tahina recalled due to Salmonella      
       
  
                        
             
Starting date:
October 15, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:…",2020-10-15,Microbiological - Salmonella,Consumer,Migahid & Elsawi Co. Ltd.,"Ontario, Quebec",Class 2
74,464,https://recalls-rappels.canada.ca/en/alert-recall/raschera-dop-cheese-recalled-due-salmonella,Raschera DOP (cheese) recalled due to Salmonella,"Raschera DOP (cheese) recalled due to Salmonella      
       
  
                        
             
Starting date:
October 14, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:
Microbiological…",2020-10-14,Microbiological - Salmonella,Retail,Taste for Luxury,"Ontario, Quebec",Class 2
75,465,https://recalls-rappels.canada.ca/en/alert-recall/adar-brand-schmaltz-herring-oil-recalled-due-listeria-monocytogenes,Adar brand Schmaltz Herring in Oil recalled due to Listeria monocytogenes,"Adar brand Schmaltz Herring in Oil recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
October 14, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2020-10-14,Microbiological - Listeria,Retail,National Herring Co.,Quebec,Class 1
76,466,https://recalls-rappels.canada.ca/en/alert-recall/alwatania-brand-liquid-tahina-may-be-unsafe-due-salmonella,Alwatania brand Liquid Tahina may be unsafe due to Salmonella,"Alwatania brand Liquid Tahina may be unsafe due to Salmonella      
       
  
                        
             
Starting date:
October 11, 2020
Type of communication:
Advisory
Alert sub-type:
Food Safety Warning
Subcategory:…",2020-10-11,Microbiological - Salmonella,Retail,--,"Possibly National, Quebec",--
77,467,https://recalls-rappels.canada.ca/en/alert-recall/certain-trinity-bakeshop-ltd-brand-bakery-products-recalled-due-salmonella,Certain Trinity Bakeshop Ltd. brand bakery products recalled due to Salmonella,"Certain Trinity Bakeshop Ltd. brand bakery products recalled due to Salmonella      
       
  
                        
             
Starting date:
October 10, 2020
Type of communication:
Recall
Alert sub-type:
Updated Food…",2020-10-10,Microbiological - Salmonella,Retail,Trinity Bakeshop Ltd.,Newfoundland and Labrador,Class 2
78,469,https://recalls-rappels.canada.ca/en/alert-recall/vegane-mais-pas-plate-brand-mexican-plate-pas-plate-recalled-due-undeclared-milk,Végane Mais Pas Plate! brand Mexican Plate Pas Plate recalled due to undeclared milk,"Végane Mais Pas Plate! brand Mexican Plate Pas Plate recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 9, 2020
Type of communication:
Recall
Alert sub-type:
Food Recall…",2020-10-09,Allergen - Milk,Retail,MS3 Food Inc.,Quebec,Class 2
79,471,https://recalls-rappels.canada.ca/en/alert-recall/shandaph-brand-oysters-recalled-due-generic-e-coli,Shandaph brand Oysters recalled due to generic E. coli,"Shandaph brand Oysters recalled due to generic E. coli      
       
  
                        
             
Starting date:
October 8, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Microbiological…",2020-10-08,Microbiological - Other,"Retail, Hotel/Restaurant/Institutional",Shandaph Oyster (Philip Docker),Nova Scotia,Class 2
80,472,https://recalls-rappels.canada.ca/en/alert-recall/griffith-foods-brand-seasonings-and-sauces-recalled-due-salmonella,Griffith Foods brand seasonings and sauces recalled due to Salmonella,"Griffith Foods brand seasonings and sauces recalled due to Salmonella      
       
  
                        
             
Starting date:
October 2, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2020-10-02,Microbiological - Salmonella,14026,Griffith Foods Ltd.,National,Class 2
81,473,https://recalls-rappels.canada.ca/en/alert-recall/sunsprout-brand-micro-greens-alfalfa-recalled-due-salmonella,"Sunsprout brand Micro – Greens, Alfalfa recalled due to Salmonella","Sunsprout brand Micro – Greens, Alfalfa recalled due to Salmonella      
       
  
                        
             
Starting date:
October 1, 2020
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2020-10-01,Microbiological - Salmonella,Consumer,Sunsprout Natural Foods,Nova Scotia,Class 1
82,474,https://recalls-rappels.canada.ca/en/alert-recall/red-palm-oil-recalled-due-sudan-iv,Red Palm Oil recalled due to Sudan IV,"Red Palm Oil recalled due to Sudan IV      
       
  
                        
             
Starting date:
October 1, 2020
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Chemical
Hazard classification:…",2020-10-01,Chemical,Retail,Genesis African Market,Ontario,Class 2
83,475,https://recalls-rappels.canada.ca/en/alert-recall/provigo-brand-and-metro-brand-ground-beef-products-recalled-due-e-coli-o157,Provigo brand and Metro brand ground beef products recalled due to E. coli O157,"Provigo brand and Metro brand ground beef products recalled due to E. coli O157      
       
  
                        
             
Starting date:
September 28, 2020
Type of communication:
Recall
Alert sub-type:
Updated and…",2020-09-28,Microbiological - E. coli O157,Retail,JBS Food Canada ULC,Quebec,Class 1
84,476,https://recalls-rappels.canada.ca/en/alert-recall/erabliere-godbout-brand-sauce-spaghetti-recalled-due-potential-presence-dangerous,"Érablière Godbout brand ""Sauce spaghetti"" recalled due to potential presence of dangerous bacteria","Érablière Godbout brand ""Sauce spaghetti"" recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
September 27, 2020
Type of communication:
Recall…",2020-09-27,Microbiological - Other,Retail,Érablière Godbout,Quebec,Class 1
85,477,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-maple-apple-flavour-seasoned-pork-loin-roast-recalled-due,President's Choice brand Maple Apple flavour Seasoned Pork Loin Roast recalled due to undeclared mustard,"President's Choice brand Maple Apple flavour Seasoned Pork Loin Roast recalled due to undeclared mustard      
       
  
                        
             
Starting date:
September 27, 2020
Type of communication:
Recall…",2020-09-27,Allergen - Mustard,Retail,Loblaw Companies Ltd.,Quebec,Class 1
