,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
24,1324,https://recalls-rappels.canada.ca/en/alert-recall/xin-rui-food-brand-pork-meatball-shii-take-homestyle-recalled-due-pieces-plastic,Xin Rui Food brand Pork Meatball with Shii-Take Homestyle recalled due to pieces of plastic,"Xin Rui Food brand Pork Meatball with Shii-Take Homestyle recalled due to pieces of plastic      
       
  
                        
             
Starting date:
December 11, 2017
Type of communication:
Recall
Alert sub-type:…",2017-12-11,Extraneous Material,Retail,Xin Rui Food Co. Ltd.,Ontario,Class 3
25,1325,https://recalls-rappels.canada.ca/en/alert-recall/gesas-brand-turkish-halva-recalled-due-presence-pistachios-and-sesame-seeds,Gesas brand Turkish Halva recalled due to presence of pistachios and sesame seeds,"Gesas brand Turkish Halva recalled due to presence of pistachios and sesame seeds      
       
  
                        
             
Starting date:
December 11, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall…",2017-12-11,"Allergen - Sesame Seeds, Allergen - Tree Nut",Retail,Pristine Promotions Ltd.,"Manitoba, Ontario",Class 3
26,1326,https://recalls-rappels.canada.ca/en/alert-recall/vip-caviar-club-brand-trout-roe-recalled-due-potential-presence-dangerous-bacteria,VIP Caviar Club brand Trout Roe recalled due to potential presence of dangerous bacteria,"VIP Caviar Club brand Trout Roe recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
December 9, 2017
Type of communication:
Recall
Alert sub-type:
Updated…",2017-12-09,Microbiological - Clostridium botulinum,Retail,Imperial Caviar & Seafood,Quebec,Class 1
27,1327,https://recalls-rappels.canada.ca/en/alert-recall/sensations-brand-cinnamon-roll-uncooked-dough-recalled-due-undeclared-pecans,Sensations brand Cinnamon Roll Uncooked Dough recalled due to undeclared pecans,"Sensations brand Cinnamon Roll Uncooked Dough recalled due to undeclared pecans      
       
  
                        
             
Starting date:
December 8, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall…",2017-12-08,Allergen - Tree Nut,Retail,Sobeys Inc.,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Newfoundland and Labrador",Class 3
28,1328,https://recalls-rappels.canada.ca/en/alert-recall/ottogi-brand-soup-recalled-due-undeclared-milk,Ottogi brand soup recalled due to undeclared milk,"Ottogi brand soup recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 8, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)
Subcategory:…",2017-12-08,Allergen - Milk,Retail,T-Brothers Food And Trading Ltd.,"Alberta, British Columbia, Manitoba",Class 2
29,1329,https://recalls-rappels.canada.ca/en/alert-recall/pfenning-s-organic-vegetables-inc-brand-carrot-juicer-recalled-due-pieces-metal,Pfenning's Organic Vegetables Inc. brand Carrot Juicer recalled due to pieces of metal,"Pfenning's Organic Vegetables Inc. brand Carrot Juicer recalled due to pieces of metal      
       
  
                        
             
Starting date:
December 6, 2017
Type of communication:
Recall
Alert sub-type:…",2017-12-06,Extraneous Material,Retail,Pfenning's Organic Vegetables Inc.,Ontario,Class 3
30,1330,https://recalls-rappels.canada.ca/en/alert-recall/kasanda-brand-liquid-pasteurized-kurd-recalled-due-undeclared-milk,Kasanda brand Liquid Pasteurized Kurd recalled due to undeclared milk,"Kasanda brand Liquid Pasteurized Kurd recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 6, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2017-12-06,Allergen - Milk,Retail,Persia Foods,"Alberta, British Columbia, Ontario",Class 3
31,1332,https://recalls-rappels.canada.ca/en/alert-recall/compliments-naturally-simple-brand-angle-hair-nests-recalled-due-presence-insects,Compliments Naturally Simple brand Angle Hair Nests recalled due to presence of insects,"Compliments Naturally Simple brand Angle Hair Nests recalled due to presence of insects      
       
  
                        
             
Starting date:
December 1, 2017
Type of communication:
Recall
Alert sub-type:…",2017-12-01,Extraneous Material,Retail,Les Aliments O Sole Mio Inc.,"Nova Scotia, Ontario, Quebec",Class 3
32,1333,https://recalls-rappels.canada.ca/en/alert-recall/anthon-berg-brand-sweet-moments-marzipan-bar-mini-recalled-due-pieces-plastic,Anthon Berg brand Sweet Moments Marzipan Bar Mini recalled due to pieces of plastic,"Anthon Berg brand Sweet Moments Marzipan Bar Mini recalled due to pieces of plastic      
       
  
                        
             
Starting date:
November 30, 2017
Type of communication:
Recall
Alert sub-type:
Notification…",2017-11-30,Extraneous Material,Retail,Concord Sales Ltd.,Ontario,Class 3
33,1334,https://recalls-rappels.canada.ca/en/alert-recall/produit-pita-achtarout-brand-madeleines-tea-cakes-recalled-due-undeclared-milk,Produit Pita Achtarout brand Madeleines Tea Cakes recalled due to undeclared milk,"Produit Pita Achtarout brand Madeleines Tea Cakes recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 28, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall…",2017-11-28,Allergen - Milk,Retail,Produit Pita Achtarout,Quebec,Class 2
34,1335,https://recalls-rappels.canada.ca/en/alert-recall/verger-pedneault-brand-fruit-butters-recalled-due-undeclared-milk,Verger Pedneault brand Fruit Butters recalled due to undeclared milk,"Verger Pedneault brand Fruit Butters recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 28, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2017-11-28,Allergen - Milk,Retail,Pépinère et Verger Pedneault et Frères Inc.,Quebec,Class 2
35,1337,https://recalls-rappels.canada.ca/en/alert-recall/alvita-brand-biscuits-recalled-due-undeclared-egg,Alvita brand Biscuits recalled due to undeclared egg,"Alvita brand Biscuits recalled due to undeclared egg      
       
  
                        
             
Starting date:
November 24, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)
Subcategory…",2017-11-24,Allergen - Egg,Retail,Delta Country Farms (BC) Ltd.,"Alberta, British Columbia, Ontario",Class 3
36,1338,https://recalls-rappels.canada.ca/en/alert-recall/aki-brand-chum-salmon-caviar-recalled-due-potential-presence-dangerous-bacteria-2,AKI brand Chum Salmon Caviar recalled due to potential presence of dangerous bacteria,"AKI brand Chum Salmon Caviar recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
November 24, 2017
Type of communication:
Recall
Alert sub-type:
Updated…",2017-11-24,Microbiological - Clostridium botulinum,Consumer,International House of Caviar Ltd.,"Alberta, British Columbia, Ontario, Possibly National",Class 1
52,1339,https://recalls-rappels.canada.ca/en/alert-recall/agropur-signature-oka-brand-oka-cheese-fondue-recalled-due-undeclared-milk-and-wheat,Agropur Signature - Oka brand Oka Cheese Fondue recalled due to undeclared milk and wheat,"Agropur Signature - Oka brand Oka Cheese Fondue recalled due to undeclared milk and wheat      
       
  
                        
             
Starting date:
November 23, 2017
Type of communication:
Recall
Alert sub-type:
Food…",2017-11-23,"Allergen - Gluten, Allergen - Milk, Allergen - Wheat",Retail,Agropur Coopérative,"Ontario, Quebec",Class 3
53,1340,https://recalls-rappels.canada.ca/en/alert-recall/lebon-brand-chicken-noodle-soup-recalled-due-swelling-cans,Lebon brand Chicken Noodle Soup recalled due to swelling cans,"Lebon brand Chicken Noodle Soup recalled due to swelling cans      
       
  
                        
             
Starting date:
November 22, 2017
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2017-11-22,Microbiological - Other,Retail,9311-5947 Québec Inc.,Quebec,Class 3
54,1341,https://recalls-rappels.canada.ca/en/alert-recall/cartwright-butler-brand-black-cherry-preserve-recalled-due-mould,Cartwright & Butler brand Black Cherry Preserve recalled due to mould,"Cartwright & Butler brand Black Cherry Preserve recalled due to mould      
       
  
                        
             
Starting date:
November 20, 2017
Type of communication:
Recall
Alert sub-type:
Notification…",2017-11-20,Microbiological - Non harmful (Quality/Spoilage),Retail,Dovetale Collections,"Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Quebec, Northwest Territories",Class 3
55,1342,https://recalls-rappels.canada.ca/en/alert-recall/yeshu-brand-coconut-palm-juice-recalled-due-undeclared-milk,Yeshu brand Coconut Palm Juice recalled due to undeclared milk,"Yeshu brand Coconut Palm Juice recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 17, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2017-11-17,Allergen - Milk,Retail,Five Continents International Ltd.,Ontario,Class 2
56,1343,https://recalls-rappels.canada.ca/en/alert-recall/zinda-brand-pilaf-vegetables-couscous-recalled-due-presence-insects,Zinda brand Pilaf with Vegetables Couscous recalled due to presence of insects,"Zinda brand Pilaf with Vegetables Couscous recalled due to presence of insects      
       
  
                        
             
Starting date:
November 17, 2017
Type of communication:
Recall
Alert sub-type:
Notification…",2017-11-17,Extraneous Material,Retail,Produits Zinda Canada Inc.,Quebec,Class 3
57,1345,https://recalls-rappels.canada.ca/en/alert-recall/agropur-import-collection-brand-firm-ripened-comte-cheese-recalled-due-listeria-0,Agropur Import Collection brand Firm Ripened Comté Cheese recalled due to Listeria monocytogenes,"Agropur Import Collection brand Firm Ripened Comté Cheese recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 12, 2017
Type of communication:
Recall
Alert sub-type…",2017-11-12,Microbiological - Listeria,Retail,Agropur Cooperative,National,Class 1
61,1346,https://recalls-rappels.canada.ca/en/alert-recall/vinh-thuan-brand-rice-flour-cake-recalled-due-undeclared-gluten,Vinh Thuan brand Rice Flour for Cake recalled due to undeclared gluten,"Vinh Thuan brand Rice Flour for Cake recalled due to undeclared gluten      
       
  
                        
             
Starting date:
November 10, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2017-11-10,Allergen - Gluten,Retail,Thai United Food Trading Ltd.,"Alberta, British Columbia, Saskatchewan",Class 3
62,1347,https://recalls-rappels.canada.ca/en/alert-recall/good-you-snacks-ltd-brand-corn-snack-products-recalled-due-undeclared-milk-soy-and,"Good For You Snacks Ltd. brand Corn Snack products recalled due to undeclared milk, soy and wheat","Good For You Snacks Ltd. brand Corn Snack products recalled due to undeclared milk, soy and wheat      
       
  
                        
             
Starting date:
November 10, 2017
Type of communication:
Recall
Alert sub-type…",2017-11-10,"Allergen - Milk, Allergen - Soy, Allergen - Wheat",Consumer,Good For You Snacks Ltd.,"Alberta, Saskatchewan",Class 1
63,1348,https://recalls-rappels.canada.ca/en/alert-recall/ground-lean-veal-recalled-due-e-coli-o157h7,Ground Lean Veal recalled due to E. coli O157:H7,"Ground Lean Veal recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
November 8, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Hazard classification:
Class…",2017-11-08,Class 1,11860,Ontario,Retail,Canadian Food Inspection Agency
64,1349,https://recalls-rappels.canada.ca/en/alert-recall/cavendish-farms-brand-14-x-ring-onion-rings-crispy-tempura-recalled-due-undeclared,"Cavendish Farms brand 1/4"" X-Ring Onion Rings Crispy Tempura recalled due to undeclared milk","Cavendish Farms brand 1/4"" X-Ring Onion Rings Crispy Tempura recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 7, 2017
Type of communication:
Recall
Alert sub-type…",2017-11-07,Allergen - Milk,Hotel/Restaurant/Institutional,Cavendish Farms Corporation,National,Class 1
65,1350,https://recalls-rappels.canada.ca/en/alert-recall/earth-teaze-brand-pure-peppermint-finest-herbal-tea-blend-and-pure-chamomile-finest,Earth Teaze brand Pure Peppermint Finest Herbal Tea Blend and Pure Chamomile Finest Herbal Tea Blend recalled due to presence of insects,"Earth Teaze brand Pure Peppermint Finest Herbal Tea Blend and Pure Chamomile Finest Herbal Tea Blend recalled due to presence of insects      
       
  
                        
             
Starting date:
November 6, 2017
Type…",2017-11-06,Extraneous Material,Retail,Or'Gourmet Inc.,"Alberta, British Columbia, Manitoba, Ontario, Possibly National, Quebec",Class 3
66,1352,https://recalls-rappels.canada.ca/en/alert-recall/radeberger-brand-schofferhofer-brand-and-dab-brand-beer-recalled-due-potential-odor,"Radeberger brand, Schofferhofer brand and Dab brand beer recalled due to potential off-odor and off-taste","Radeberger brand, Schofferhofer brand and Dab brand beer recalled due to potential off-odor and off-taste      
       
  
                        
             
Starting date:
November 3, 2017
Type of communication:
Recall
Alert…",2017-11-03,Microbiological - Non harmful (Quality/Spoilage),Retail,Premier Brands Ltd.,"Manitoba, Nova Scotia, Ontario",Class 3
67,1353,https://recalls-rappels.canada.ca/en/alert-recall/anthon-berg-brand-cognac-marzipan-bar-recalled-due-pieces-plastic,Anthon Berg brand Cognac Marzipan Bar recalled due to pieces of plastic,"Anthon Berg brand Cognac Marzipan Bar recalled due to pieces of plastic      
       
  
                        
             
Starting date:
November 3, 2017
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2017-11-03,Extraneous Material,Warehouse,Concord Sales Ltd.,British Columbia,Class 3
68,1354,https://recalls-rappels.canada.ca/en/alert-recall/true-north-seafood-company-brand-toppers-smoked-salmon-flakes-seasoned-lemon-and-dill,True North Seafood Company brand Toppers Smoked Salmon Flakes seasoned with lemon and dill recalled due to Listeria monocytogenes,"True North Seafood Company brand Toppers Smoked Salmon Flakes seasoned with lemon and dill recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 3, 2017
Type of…",2017-11-03,Microbiological - Listeria,Consumer,True North Salmon Co.  Ltd.,"New Brunswick, Nova Scotia, Ontario, Possibly National",Class 1
69,1355,https://recalls-rappels.canada.ca/en/alert-recall/christie-brand-honey-teddy-grahams-recalled-due-rancidity,Christie brand Honey Teddy Grahams recalled due to rancidity,"Christie brand Honey Teddy Grahams recalled due to rancidity      
       
  
                        
             
Starting date:
November 3, 2017
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Other…",2017-11-03,Other,Retail,Mondelez Canada Inc.,National,Class 3
70,1356,https://recalls-rappels.canada.ca/en/alert-recall/maple-leaf-brand-chicken-breast-strips-recalled-due-toxin-produced-staphylococcus,Maple Leaf brand Chicken Breast Strips recalled due to a toxin produced by Staphylococcus bacteria,"Maple Leaf brand Chicken Breast Strips recalled due to a toxin produced by Staphylococcus bacteria      
       
  
                        
             
Starting date:
November 1, 2017
Type of communication:
Recall
Alert sub-type…",2017-11-01,"Microbiological - Other, Microbiological - Staphylococcus aureus",Retail,Maple Leaf Foods,National,Class 2
71,1358,https://recalls-rappels.canada.ca/en/alert-recall/circle-k-favourites-brand-dark-chocolate-covered-almonds-recalled-due-undeclared-milk,Circle K Favourites brand Dark Chocolate Covered Almonds recalled due to undeclared milk,"Circle K Favourites brand Dark Chocolate Covered Almonds recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 31, 2017
Type of communication:
Recall
Alert sub-type:
Updated…",2017-10-31,Allergen - Milk,Retail,Couche-Tard Inc.,"New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador",Class 1
72,1359,https://recalls-rappels.canada.ca/en/alert-recall/mac-s-favorites-brand-dark-chocolate-covered-almonds-recalled-due-undeclared-milk,Mac's Favorites brand dark chocolate covered almonds recalled due to undeclared milk,"Mac's Favorites brand dark chocolate covered almonds recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 30, 2017
Type of communication:
Recall
Alert sub-type:
Food…",2017-10-30,Allergen - Milk,Retail,Mac's Convenience Stores Inc.,Possibly National,Class 1
73,1360,https://recalls-rappels.canada.ca/en/alert-recall/scarpone-s-brand-polenta-recalled-due-non-food-grade-ink,Scarpone's brand Polenta recalled due to non-food grade ink,"Scarpone's brand Polenta recalled due to non-food grade ink      
       
  
                        
             
Starting date:
October 27, 2017
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Other…",2017-10-27,Other,Warehouse,Great West Italian Importers,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Class 3
74,1361,https://recalls-rappels.canada.ca/en/alert-recall/whole-foods-market-brand-spinach-feta-stuffed-chicken-breast-one-store-recalled-due,Whole Foods Market brand Spinach Feta Stuffed Chicken Breast from one store recalled due to undeclared walnut,"Whole Foods Market brand Spinach Feta Stuffed Chicken Breast from one store recalled due to undeclared walnut      
       
  
                        
             
Starting date:
October 27, 2017
Type of communication:
Recall…",2017-10-27,Allergen - Tree Nut,Retail,Whole Foods Market (Oakville),Ontario,Class 1
75,1362,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-polenta-recalled-bosa-foods-due-non-food-grade-ink,Various brands of polenta recalled by Bosa Foods due to non-food grade ink,"Various brands of polenta recalled by Bosa Foods due to non-food grade ink      
       
  
                        
             
Starting date:
October 27, 2017
Type of communication:
Recall
Alert sub-type:
Notification…",2017-10-27,Other,Warehouse,Bosa Foods,British Columbia,Class 3
76,1363,https://recalls-rappels.canada.ca/en/alert-recall/basha-foods-international-brand-baklava-recalled-due-undeclared-peanut,Basha Foods International brand Baklava recalled due to undeclared peanut,"Basha Foods International brand Baklava recalled due to undeclared peanut      
       
  
                        
             
Starting date:
October 26, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2017-10-26,Allergen - Peanut,Retail,Basha International Foods Inc.,Alberta,Class 1
77,1364,https://recalls-rappels.canada.ca/en/alert-recall/longos-brand-cafe-latte-biscotti-recalled-due-undeclared-almonds,Longos brand Café Latte Biscotti recalled due to undeclared almonds,"Longos brand Café Latte Biscotti recalled due to undeclared almonds      
       
  
                        
             
Starting date:
October 26, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen…",2017-10-26,Allergen - Tree Nut,Retail,Longo Brothers Fruit Market Inc.,Ontario,Class 3
78,1365,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-vegetable-products-recalled-due-listeria-monocytogenes,Various brands of vegetable products recalled due to Listeria monocytogenes,"Various brands of vegetable products recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
October 22, 2017
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2017-10-22,Microbiological - Listeria,Retail,"Buy Low Foods Ltd., Federated Co-operatives Ltd., Fresh Taste Produce Ltd., Freshpoint Vancouver Ltd., Hector Larivée Inc., Loblaw Companies Limited, Metro Ontario Inc., Overwaitea Food Group LP, Sobeys Inc., SYSCO Edmonton, SYSCO Halifax, SYSCO Moncton, SYSCO Mount Pearl, SYSCO Woodstock, The Lid Company, The Produce Terminal, Thomas Fresh Inc., Tomato King 2010 Inc., Van-Whole Produce Ltd., Walmart Canada Corp., Metro Richelieu Inc.",National,Class 1
87,1367,https://recalls-rappels.canada.ca/en/alert-recall/captain-s-choice-brand-frozen-shrimp-shaomai-recalled-due-undeclared-egg,Captain's Choice brand Frozen Shrimp Shaomai recalled due to undeclared egg,"Captain's Choice brand Frozen Shrimp Shaomai recalled due to undeclared egg      
       
  
                        
             
Starting date:
October 20, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall…",2017-10-20,Allergen - Egg,Consumer,Hen Long Oriental Gifts and Foods Co. Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 1
88,1368,https://recalls-rappels.canada.ca/en/alert-recall/yummy-market-brand-fish-products-recalled-due-potential-presence-dangerous-bacteria,Yummy Market brand fish products recalled due to potential presence of dangerous bacteria,"Yummy Market brand fish products recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
October 19, 2017
Type of communication:
Recall
Alert sub-type:
Updated…",2017-10-19,Microbiological - Clostridium botulinum,Consumer,Yummy Market Inc.,Ontario,Class 1
89,1370,https://recalls-rappels.canada.ca/en/alert-recall/ihoc-brand-rainbow-trout-caviar-recalled-due-potential-presence-dangerous-bacteria,IHOC brand Rainbow Trout Caviar recalled due to potential presence of dangerous bacteria,"IHOC brand Rainbow Trout Caviar recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
October 19, 2017
Type of communication:
Recall
Alert sub-type:
Food…",2017-10-19,Microbiological - Clostridium botulinum,Consumer,International House of Caviar,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Class 1
90,1372,https://recalls-rappels.canada.ca/en/alert-recall/well-preserved-brand-jams-and-jellies-recalled-due-broken-seals,Well Preserved brand jams and jellies recalled due to broken seals,"Well Preserved brand jams and jellies recalled due to broken seals      
       
  
                        
             
Starting date:
October 17, 2017
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2017-10-17,Other,Retail,"Community Living Grimsby, Lincoln and West Lincoln",Ontario,Class 3
91,1373,https://recalls-rappels.canada.ca/en/alert-recall/mechanically-tenderized-steak-recalled-due-e-coli-o157h7,Mechanically Tenderized Steak recalled due to E. coli O157:H7,"Mechanically Tenderized Steak recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
October 17, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Hazard…",2017-10-17,Class 1,11790,Ontario,Retail,Canadian Food Inspection Agency
92,1374,https://recalls-rappels.canada.ca/en/alert-recall/janes-brand-frozen-uncooked-breaded-chicken-products-recalled-due-salmonella,Janes brand frozen uncooked breaded chicken products recalled due to Salmonella,"Janes brand frozen uncooked breaded chicken products recalled due to Salmonella      
       
  
                        
             
Starting date:
October 17, 2017
Type of communication:
Recall
Alert sub-type:
Food Recall…",2017-10-17,Microbiological - Salmonella,Retail,Sofina Foods Inc.,National,Class 1
93,1375,https://recalls-rappels.canada.ca/en/alert-recall/certain-pacific-oysters-recalled-due-marine-biotoxin-which-causes-paralytic-shellfish,Certain Pacific Oysters recalled due to a marine biotoxin which causes Paralytic Shellfish Poisoning (PSP),"Certain Pacific Oysters recalled due to a marine biotoxin which causes Paralytic Shellfish Poisoning (PSP)      
       
  
                        
             
Starting date:
October 16, 2017
Type of communication:
Recall
Alert…",2017-10-16,Marine Biotoxin,Retail,"Albion Fisheries Ltd. (Richmond), Union Bay Seafood Ltd.","British Columbia, Quebec",Class 1
94,1376,https://recalls-rappels.canada.ca/en/alert-recall/yummy-market-brand-smoked-lake-trout-wpepper-cracked-black-pepper-recalled-due,Yummy Market brand Smoked Lake Trout w/Pepper with Cracked Black Pepper recalled due to potential presence of dangerous bacteria,"Yummy Market brand Smoked Lake Trout w/Pepper with Cracked Black Pepper recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
October 14, 2017
Type of…",2017-10-14,Microbiological - Clostridium botulinum,11787,Yummy Market Inc.,Retail,Class 1
95,1377,https://recalls-rappels.canada.ca/en/alert-recall/pacific-brand-roasted-red-pepper-and-tomato-soup-recalled-due-potential-presence,Pacific brand Roasted Red Pepper and Tomato Soup recalled due to potential presence of dangerous bacteria,"Pacific brand Roasted Red Pepper and Tomato Soup recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
October 13, 2017
Type of communication:
Recall
Alert…",2017-10-13,Microbiological - Clostridium botulinum,Retail,Horizon Distributors Ltd.,British Columbia,Class 3
96,1378,https://recalls-rappels.canada.ca/en/alert-recall/sultan-samosas-brand-samosas-recalled-due-pieces-metal,Sultan of Samosas brand Samosas recalled due to pieces of metal,"Sultan of Samosas brand Samosas recalled due to pieces of metal      
       
  
                        
             
Starting date:
October 12, 2017
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2017-10-12,Extraneous Material,Retail,Sultan of Samosas Inc.,Ontario,Class 3
