,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
10,2090,https://recalls-rappels.canada.ca/en/alert-recall/mccain-tasti-taters-brand-fried-potatoes-recalled-due-presence-pieces-rubber,McCain Tasti Taters brand Fried Potatoes recalled due to presence of pieces of rubber,"McCain Tasti Taters brand Fried Potatoes recalled due to presence of pieces of rubber      
       
  
                        
             
Starting date:
December 22, 2015
Type of communication:
Recall
Alert sub-type:…",2015-12-22,Extraneous Material,Retail,McCain Foods (Canada),National,Class 2
11,2091,https://recalls-rappels.canada.ca/en/alert-recall/ovaltine-brand-all-one-ready-mixed-malt-choco-beverage-recalled-due-undeclared-milk,Ovaltine brand All-in-One Ready Mixed Malt Choco Beverage recalled due to undeclared milk,"Ovaltine brand All-in-One Ready Mixed Malt Choco Beverage recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 22, 2015
Type of communication:
Recall
Alert sub-type:
Food…",2015-12-22,Allergen - Milk,10287,C Mart Enterprises Ltd.,Saskatchewan,Class 3
15,2092,https://recalls-rappels.canada.ca/en/alert-recall/no-name-brand-popping-corn-recalled-due-presence-insects,No Name brand Popping Corn recalled due to presence of insects,"No Name brand Popping Corn recalled due to presence of insects      
       
  
                        
             
Starting date:
December 22, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2015-12-22,Extraneous Material,Retail,Loblaw Companies Limited,"Alberta, British Columbia",Class 3
16,2094,https://recalls-rappels.canada.ca/en/alert-recall/winiary-brand-garlic-sauce-recalled-due-undeclared-milk-and-egg,Winiary brand Garlic Sauce recalled due to undeclared milk and egg,"Winiary brand Garlic Sauce recalled due to undeclared milk and egg      
       
  
                        
             
Starting date:
December 21, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen…",2015-12-21,"Allergen - Egg, Allergen - Milk",Retail,Kaspol Trading Inc.,"Alberta, Ontario",Class 3
17,2095,https://recalls-rappels.canada.ca/en/alert-recall/pie-wood-fired-pizza-joint-brand-pepperoni-pie-recalled-due-undeclared-milk-mustard,"Pie Wood Fired Pizza Joint brand Pepperoni Pie recalled due to undeclared milk, mustard, and wheat","Pie Wood Fired Pizza Joint brand Pepperoni Pie recalled due to undeclared milk, mustard, and wheat      
       
  
                        
             
Starting date:
December 21, 2015
Type of communication:
Recall
Alert sub-…",2015-12-21,"Allergen - Gluten, Allergen - Milk, Allergen - Mustard, Allergen - Wheat",Retail,Pie Ontario Corp.,Ontario,Class 2
18,2096,https://recalls-rappels.canada.ca/en/alert-recall/certain-glosette-brand-raisins-recalled-due-undeclared-peanut,Certain Glosette brand Raisins recalled due to undeclared peanut,"Certain Glosette brand Raisins recalled due to undeclared peanut      
       
  
                        
             
Starting date:
December 21, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2015-12-21,Allergen - Peanut,Retail,Hershey Canada Inc.,National,Class 2
19,2097,https://recalls-rappels.canada.ca/en/alert-recall/soyspring-brand-ladies-soybean-drink-recalled-due-undeclared-milk,Soyspring brand Ladies' Soybean Drink recalled due to undeclared milk,"Soyspring brand Ladies' Soybean Drink recalled due to undeclared milk      
       
  
                        
            
			
			
			
						
               	
						
	
	 
	
	Starting date:
			December 19, 2015…",2015-12-19,Allergen - Milk,Retail,Choy Foong International Trading Co. Inc.,Ontario,Class 1
20,2098,https://recalls-rappels.canada.ca/en/alert-recall/ding-ho-foods-brand-seafood-products-recalled-due-undeclared-egg,Ding Ho Foods brand seafood products recalled due to undeclared egg,"Ding Ho Foods brand seafood products recalled due to undeclared egg      
       
  
                        
             
Starting date:
December 19, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2015-12-19,Allergen - Egg,Retail,Ding Ho Foods Inc.,Ontario,Class 1
21,2099,https://recalls-rappels.canada.ca/en/alert-recall/hai-pa-wang-brand-frozen-fish-dumpling-cuttlefish-recalled-due-undeclared-egg-and-0,Hai Pa Wang brand Frozen Fish Dumpling with Cuttlefish recalled due to undeclared egg and wheat,"Hai Pa Wang brand Frozen Fish Dumpling with Cuttlefish recalled due to undeclared egg and wheat      
       
  
                        
             
Starting date:
December 19, 2015
Type of communication:
Recall
Alert sub-type:…",2015-12-19,"Allergen - Egg, Allergen - Wheat",Retail,Canada Volumes Import/Export Inc.,"Alberta, British Columbia, Ontario, Possibly National, Saskatchewan",Class 1
22,2100,https://recalls-rappels.canada.ca/en/alert-recall/certain-bothwell-brand-shredded-cheese-products-recalled-due-listeria-monocytogenes,Certain Bothwell brand shredded cheese products recalled due to Listeria monocytogenes,"Certain Bothwell brand shredded cheese products recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
December 19, 2015
Type of communication:
Recall
Alert sub-type:
Food…",2015-12-19,Microbiological - Listeria,Retail,Bothwell Cheese Inc.,"Manitoba, Quebec, Saskatchewan",Class 1
23,2101,https://recalls-rappels.canada.ca/en/alert-recall/taramosalata-products-recalled-due-undeclared-milk-and-sulphites-0,Taramosalata products recalled due to undeclared milk and sulphites,"Taramosalata products recalled due to undeclared milk and sulphites      
       
  
                        
             
Starting date:
December 18, 2015
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2015-12-18,"Allergen - Milk, Allergen - Sulphites",Retail,"Épicerie Agora, Fruiterie Dollard, Fruiterie Tsikinis, Fruitical St-Bruno, Fruits du Jour, Intermarché International, Les Délices de la Mer, Marché 4 Coins, Marché Royal Plus, Poissonnerie Sherbrooke, Supermarché Mourelatos Laval, Supermarché Mourelatos St-Jean, Supermarché Mourelatos St-Laurent, Supermarché P.A. (5029 Av. du Parc), Supermarché P.A. (5242 Av. du Parc), Supermarché P.A. (du Fort), Supermarché P.A. (Samson)",Quebec,Class 1
27,2102,https://recalls-rappels.canada.ca/en/alert-recall/mom-s-brand-fiesta-spice-cake-recalled-due-undeclared-walnut,Mom's brand Fiesta Spice Cake recalled due to undeclared walnut,"Mom's brand Fiesta Spice Cake recalled due to undeclared walnut      
       
  
                        
             
Starting date:
December 18, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2015-12-18,Allergen - Tree Nut,Retail,McFadgen's Bakery,"Prince Edward Island, New Brunswick, Nova Scotia, Newfoundland and Labrador",Class 2
28,2105,https://recalls-rappels.canada.ca/en/alert-recall/trader-joe-s-brand-triple-ginger-brew-recalled-due-bursting-bottles,Trader Joe's brand Triple Ginger Brew recalled due to bursting bottles,"Trader Joe's brand Triple Ginger Brew recalled due to bursting bottles      
       
  
                        
             
Starting date:
December 16, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2015-12-16,Other,Retail,Transilvania Trading,British Columbia,Class 2
29,2106,https://recalls-rappels.canada.ca/en/alert-recall/honey-recalled-board-s-honey-farm-due-presence-nitrofurans,Honey recalled by Board's Honey Farm due to presence of nitrofurans,"Honey recalled by Board's Honey Farm due to presence of nitrofurans      
       
  
                        
             
Starting date:
December 15, 2015
Type of communication:
Recall
Alert sub-type:
Notification…",2015-12-15,Chemical,Retail,Board's Honey Farm,Ontario,Class 3
30,2107,https://recalls-rappels.canada.ca/en/alert-recall/best-value-brand-crushed-pineapple-pineapple-juice-recalled-due-swollen-containers,Best Value brand Crushed Pineapple in Pineapple Juice recalled due to swollen containers,"Best Value brand Crushed Pineapple in Pineapple Juice recalled due to swollen containers      
       
  
                        
             
Starting date:
December 14, 2015
Type of communication:
Recall
Alert sub-type:…",2015-12-14,Chemical,Retail,Calkins & Burke Ltd.,"Alberta, Manitoba, Saskatchewan",Class 3
31,2108,https://recalls-rappels.canada.ca/en/alert-recall/sienna-and-president-s-choice-brands-bakery-products-recalled-due-mould,Sienna and President's Choice brands bakery products recalled due to mould,"Sienna and President's Choice brands bakery products recalled due to mould      
       
  
                        
             
Starting date:
December 14, 2015
Type of communication:
Recall
Alert sub-type:
Notification…",2015-12-14,Microbiological - Non harmful (Quality/Spoilage),Warehouse,Ready Bake Foods Inc.,National,Class 3
32,2109,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-ciabatta-multigrain-buns-recalled-due-mould,President's Choice brand Ciabatta Multigrain Buns recalled due to mould,"President's Choice brand Ciabatta Multigrain Buns recalled due to mould      
       
  
                        
             
Starting date:
December 14, 2015
Type of communication:
Recall
Alert sub-type:
Notification…",2015-12-14,Microbiological - Non harmful (Quality/Spoilage),Retail,Loblaw Companies Limited,Quebec,Class 3
33,2110,https://recalls-rappels.canada.ca/en/alert-recall/aylmer-brand-tomato-soup-recalled-due-container-integrity-issues,Aylmer brand Tomato Soup recalled due to container integrity issues,"Aylmer brand Tomato Soup recalled due to container integrity issues      
       
  
                        
             
Starting date:
December 14, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2015-12-14,Chemical,Retail,Baxters Canada Inc.,National,Class 3
34,2111,https://recalls-rappels.canada.ca/en/alert-recall/bertagni-brand-triangoli-butternut-squash-and-sweet-butternut-squash-ravioli-recalled,Bertagni brand Triangoli with Butternut Squash and Sweet Butternut Squash Ravioli recalled due to undeclared almond and cashew,"Bertagni brand Triangoli with Butternut Squash and Sweet Butternut Squash Ravioli recalled due to undeclared almond and cashew      
       
  
                        
             
Starting date:
December 11, 2015
Type of…",2015-12-11,Allergen - Tree Nut,Retail,"Cheese Boutique, Legacy Distributors Inc., Les importations Papille, Salt Gourmet Foods Inc.","Ontario, Possibly National, Quebec",Class 1
35,2112,https://recalls-rappels.canada.ca/en/alert-recall/ding-ho-foods-brand-cuttlefish-balls-recalled-due-undeclared-egg,Ding Ho Foods brand Cuttlefish Balls recalled due to undeclared egg,"Ding Ho Foods brand Cuttlefish Balls recalled due to undeclared egg      
       
  
                        
             
Starting date:
December 11, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2015-12-11,Allergen - Egg,Retail,Ding Ho Food Inc.,Ontario,Class 2
36,2113,https://recalls-rappels.canada.ca/en/alert-recall/marine-food-brand-japanese-style-anchovy-recalled-due-presence-gluten,Marine Food brand Japanese Style Anchovy recalled due to presence of gluten,"Marine Food brand Japanese Style Anchovy recalled due to presence of gluten      
       
  
                        
             
Starting date:
December 11, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2015-12-11,Allergen - Gluten,Retail,Sun Fung Foods (Canada) Inc.,Ontario,Class 2
37,2114,https://recalls-rappels.canada.ca/en/alert-recall/hai-pa-wang-brand-frozen-fish-dumpling-cuttlefish-recalled-due-undeclared-egg-and,Hai Pa Wang brand Frozen Fish Dumpling with Cuttlefish recalled due to undeclared egg and gluten,"Hai Pa Wang brand Frozen Fish Dumpling with Cuttlefish recalled due to undeclared egg and gluten      
       
  
                        
             
Starting date:
December 11, 2015
Type of communication:
Recall
Alert sub-type…",2015-12-11,"Allergen - Egg, Allergen - Gluten",Retail,Uncle T Food Ltd.,"Alberta, British Columbia, Ontario",Class 2
38,2115,https://recalls-rappels.canada.ca/en/alert-recall/kaixin-brand-walnut-powder-recalled-due-undeclared-peanut-and-soy,Kaixin brand Walnut Powder recalled due to undeclared peanut and soy,"Kaixin brand Walnut Powder recalled due to undeclared peanut and soy      
       
  
                        
             
Starting date:
December 9, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2015-12-09,"Allergen - Peanut, Allergen - Soy",Retail,Kam Wah Resources Co. Ltd.,Ontario,Class 1
39,2116,https://recalls-rappels.canada.ca/en/alert-recall/pinty-s-brand-honey-roasted-garlic-chicken-products-recalled-due-undeclared-egg-milk,"Pinty's brand honey & roasted garlic chicken products recalled due to undeclared egg, milk and mustard","Pinty's brand honey & roasted garlic chicken products recalled due to undeclared egg, milk and mustard      
       
  
                        
             
Starting date:
December 9, 2015
Type of communication:
Recall…",2015-12-09,"Allergen - Egg, Allergen - Milk, Allergen - Mustard",Retail,Pinty's Delicious Foods  Inc.,National,Class 3
40,2117,https://recalls-rappels.canada.ca/en/alert-recall/submarine-sandwiches-and-wraps-recalled-cuisine-karo-inc-due-undercooking,Submarine sandwiches and wraps recalled by Cuisine Karo Inc. due to undercooking,"Submarine sandwiches and wraps recalled by Cuisine Karo Inc. due to undercooking      
       
  
                        
             
Starting date:
December 9, 2015
Type of communication:
Recall
Alert sub-type:
Notification…",2015-12-09,Microbiological - Other,10221,Cuisine Karo Inc.,"Ontario, Quebec",Class 3
41,2118,https://recalls-rappels.canada.ca/en/alert-recall/honey-recalled-ridge-wood-honey-due-presence-nitrofurans,Honey recalled by Ridge Wood Honey due to presence of nitrofurans,"Honey recalled by Ridge Wood Honey due to presence of nitrofurans      
       
  
                        
             
Starting date:
December 9, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2015-12-09,Chemical,Retail,Ridge Wood Honey,Ontario,Class 3
42,2119,https://recalls-rappels.canada.ca/en/alert-recall/salba-brand-chia-seeds-premium-ground-recalled-due-possible-salmonella-contamination,Salba brand Chia Seeds - Premium Ground recalled due to possible Salmonella contamination,"Salba brand Chia Seeds - Premium Ground recalled due to possible Salmonella contamination      
       
  
                        
             
Starting date:
December 9, 2015
Type of communication:
Recall
Alert sub-type:
Updated…",2015-12-09,Microbiological - Salmonella,Retail,Everspring Farms Ltd,National,Class 2
43,2120,https://recalls-rappels.canada.ca/en/alert-recall/calbee-brand-snapea-crisps-harvest-snaps-recalled-due-undeclared-milk,"Calbee brand ""Snapea Crisps - Harvest Snaps"" recalled due to undeclared milk","Calbee brand ""Snapea Crisps - Harvest Snaps"" recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 9, 2015
Type of communication:
Recall
Alert sub-type:
Food…",2015-12-09,Allergen - Milk,Retail,Costco Wholesale Canada Inc.,"New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Class 3
44,2121,https://recalls-rappels.canada.ca/en/alert-recall/ovaltine-brand-malted-chocolate-drink-mix-recalled-due-undeclared-milk,Ovaltine brand Malted Chocolate Drink Mix recalled due to undeclared milk,"Ovaltine brand Malted Chocolate Drink Mix recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 8, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2015-12-08,Allergen - Milk,Retail,Bedessee Import Ltd.,"Alberta, British Columbia, Manitoba, Ontario, Quebec",Class 2
45,2122,https://recalls-rappels.canada.ca/en/alert-recall/sysco-imperial-brand-meat-variety-pack-recalled-due-undeclared-milk-and-wheat,Sysco Imperial brand Meat Variety Pack recalled due to undeclared milk and wheat,"Sysco Imperial brand Meat Variety Pack recalled due to undeclared milk and wheat      
       
  
                        
             
Starting date:
December 4, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall…",2015-12-04,"Allergen - Gluten, Allergen - Milk, Allergen - Wheat",Hotel/Restaurant/Institutional,"--, Maid Rite Company Ltd.",National,Class 1
46,2123,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-butter-chicken-lasagna-recalled-due-fragments-bone,President's Choice brand Butter Chicken Lasagna recalled due to fragments of bone,"President's Choice brand Butter Chicken Lasagna recalled due to fragments of bone      
       
  
                        
             
Starting date:
December 4, 2015
Type of communication:
Recall
Alert sub-type:
Food…",2015-12-04,"Extraneous Material, Other",Retail,Loblaw Companies Limited,National,Class 2
47,2124,https://recalls-rappels.canada.ca/en/alert-recall/pc-organics-brand-chickpeas-recalled-due-presence-insects,PC Organics brand Chickpeas recalled due to presence of insects,"PC Organics brand Chickpeas recalled due to presence of insects      
       
  
                        
             
Starting date:
December 4, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2015-12-04,Extraneous Material,Retail,Loblaw Companies Limited,National,Class 3
48,2125,https://recalls-rappels.canada.ca/en/alert-recall/uncle-bill-brand-spicy-crispy-anchovies-sesame,Uncle Bill brand Spicy Crispy Anchovies with Sesame,"Uncle Bill brand Spicy Crispy Anchovies with Sesame      
       
  
                        
             
Starting date:
December 3, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)
Subcategory:…",2015-12-03,Allergen - Gluten,Retail,Uncle Bill Trading Inc.,Ontario,Class 3
49,2126,https://recalls-rappels.canada.ca/en/alert-recall/andina-s-brand-salsa-products-recalled-due-undeclared-wheat,Andina's brand salsa products recalled due to undeclared wheat,"Andina's brand salsa products recalled due to undeclared wheat      
       
  
                        
             
Starting date:
December 3, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen…",2015-12-03,"Allergen - Gluten, Allergen - Wheat",Retail,Mixtura Latina Co.,Ontario,Class 3
50,2127,https://recalls-rappels.canada.ca/en/alert-recall/jem-raw-organic-brand-nut-spreads-recalled-due-salmonella,Jem Raw Organic brand nut spreads recalled due to Salmonella,"Jem Raw Organic brand nut spreads recalled due to Salmonella      
       
  
                        
             
Starting date:
December 3, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:…",2015-12-03,Microbiological - Salmonella,Retail and Hotel/Restaurant/Institutional,"Antony and Sons, Raw Elements Inc.",National,Class 1
51,2128,https://recalls-rappels.canada.ca/en/alert-recall/great-value-brand-popping-corn-recalled-due-presence-insects,Great Value brand Popping Corn recalled due to presence of insects,"Great Value brand Popping Corn recalled due to presence of insects      
       
  
                        
             
Starting date:
December 2, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2015-12-02,Extraneous Material,Retail,Walmart Canada Corp.,National,Class 3
52,2129,https://recalls-rappels.canada.ca/en/alert-recall/bertolli-brand-olive-oil-recalled-due-spoilage,Bertolli brand olive oil recalled due to spoilage,"Bertolli brand olive oil recalled due to spoilage      
       
  
                        
             
Starting date:
December 2, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Other
Hazard…",2015-12-02,Other,Retail,Deoleo Canada Ltd.,National,Class 3
53,2130,https://recalls-rappels.canada.ca/en/alert-recall/cream-wheat-brand-3-minutes-original-hot-cereal-recalled-due-presence-insects,Cream of Wheat brand 3 Minutes Original Hot Cereal recalled due to presence of insects,"Cream of Wheat brand 3 Minutes Original Hot Cereal recalled due to presence of insects      
       
  
                        
             
Starting date:
December 2, 2015
Type of communication:
Recall
Alert sub-type:…",2015-12-02,Extraneous Material,Retail,Bedessee Import Ltd.,Ontario,Class 3
54,2131,https://recalls-rappels.canada.ca/en/alert-recall/honey-recalled-reg-doreen-hicks-due-presence-nitrofurans,Honey recalled by Reg & Doreen Hicks due to presence of nitrofurans,"Honey recalled by Reg & Doreen Hicks due to presence of nitrofurans      
       
  
                        
             
Starting date:
December 1, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2015-12-01,Chemical,Retail,Reg & Doreen Hicks,Ontario,Class 3
55,2132,https://recalls-rappels.canada.ca/en/alert-recall/gelato-fresco-brand-toasted-hazelnut-dairy-ice-recalled-due-undeclared-almond,Gelato Fresco brand Toasted Hazelnut Dairy Ice recalled due to undeclared almond,"Gelato Fresco brand Toasted Hazelnut Dairy Ice recalled due to undeclared almond      
       
  
                        
             
Starting date:
November 27, 2015
Type of communication:
Recall
Alert sub-type:
Updated Food…",2015-11-27,Allergen - Tree Nut,Retail,Gelato Fresco,"Nova Scotia, Ontario",Class 2
64,2133,https://recalls-rappels.canada.ca/en/alert-recall/roch-brand-cooked-ham-loaf-39-recalled-due-undercooking,"Roch brand Cooked Ham Loaf 39"" recalled due to undercooking","Roch brand Cooked Ham Loaf 39"" recalled due to undercooking      
       
  
                        
             
Starting date:
November 27, 2015
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2015-11-27,Microbiological - Other,Hotel/Restaurant/Institutional,Les Viandes C.D.S. Inc.,Quebec,Class 3
65,2135,https://recalls-rappels.canada.ca/en/alert-recall/inverloch-cheeses-recalled-due-listeria-monocytogenes,Inverloch Cheeses recalled due to Listeria monocytogenes,"Inverloch Cheeses recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 26, 2015
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning
Subcategory…",2015-11-26,Microbiological - Listeria,Retail,Glen Echo Fine Foods,"Alberta, Ontario, Possibly National, Quebec, Saskatchewan, Newfoundland and Labrador",Class 1
66,2136,https://recalls-rappels.canada.ca/en/alert-recall/wu-hsing-and-chen-chen-brand-spice-products-recalled-due-presence-gluten,Wu Hsing and Chen Chen brand spice products recalled due to presence of gluten,"Wu Hsing and Chen Chen brand spice products recalled due to presence of gluten      
       
  
                        
             
Starting date:
November 26, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall…",2015-11-26,Allergen - Gluten,Retail,Stars Trading Co.  Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 2
67,2137,https://recalls-rappels.canada.ca/en/alert-recall/amaya-brand-coconut-curry-sauce-recalled-due-undeclared-milk,Amaya brand Coconut Curry Sauce recalled due to undeclared milk,"Amaya brand Coconut Curry Sauce recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 26, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2015-11-26,Allergen - Milk,Retail,Select Food Products Ltd.,National,Class 2
68,2138,https://recalls-rappels.canada.ca/en/alert-recall/merilin-brand-black-pepper-powder-recalled-due-undeclared-wheat,Merilin brand Black pepper powder recalled due to undeclared wheat,"Merilin brand Black pepper powder recalled due to undeclared wheat      
       
  
                        
             
Starting date:
November 25, 2015
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen…",2015-11-25,Allergen - Wheat,Retail,Merilin International Trading Inc.,"Newfoundland and Labrador, Nova Scotia, Ontario, Quebec",Class 1
69,2139,https://recalls-rappels.canada.ca/en/alert-recall/ovaltine-brand-chocolate-malt-drink-mix-and-malted-chocolate-drink-mix-recalled-due,Ovaltine brand Chocolate Malt Drink Mix and Malted Chocolate Drink Mix recalled due to undeclared milk,"Ovaltine brand Chocolate Malt Drink Mix and Malted Chocolate Drink Mix recalled due to undeclared milk      
       
  
                        
             
Starting date:
November 25, 2015
Type of communication:
Recall
Alert sub…",2015-11-25,Allergen - Milk,Retail,Twining North America Inc,National,Class 2
70,2141,https://recalls-rappels.canada.ca/en/alert-recall/inverloch-cheddar-cheese-recalled-due-listeria-monocytogenes-0,Inverloch Cheddar Cheese recalled due to Listeria monocytogenes,"Inverloch Cheddar Cheese recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 21, 2015
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2015-11-21,Microbiological - Listeria,Retail,Glen Echo Fine Foods,"Alberta, Newfoundland and Labrador, Ontario, Possibly National, Quebec, Saskatchewan",Class 1
74,2142,https://recalls-rappels.canada.ca/en/alert-recall/centennial-foodservice-brand-ground-pork-recalled-due-pieces-plastic,Centennial Foodservice brand ground pork recalled due to pieces of plastic,"Centennial Foodservice brand ground pork recalled due to pieces of plastic      
       
  
                        
             
Starting date:
November 20, 2015
Type of communication:
Recall
Alert sub-type:
Notification…",2015-11-20,Extraneous Material,Hotel/Restaurant/Institutional,Centennial General Partner Inc.,"Alberta, British Columbia, Northwest Territories",Class 3
