,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
20,656,https://recalls-rappels.canada.ca/en/alert-recall/fresh-express-brand-sunflower-crisp-chopped-kit-recalled-due-e-coli-o157h7,Fresh Express brand Sunflower Crisp Chopped Kit recalled due to E. coli O157:H7,"Fresh Express brand Sunflower Crisp Chopped Kit recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
December 12, 2019
Type of communication:
Recall
Alert sub-type:
Updated Food…",2019-12-12,Microbiological - E. coli O157:H7,Consumer,Industry,"Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Nunavut, Ontario, Possibly National, Prince Edward Island, Quebec, Saskatchewan",Class 1
24,657,https://recalls-rappels.canada.ca/en/alert-recall/pc-brand-cranberry-goat-s-milk-cheese-may-be-unsafe-due-pieces-plastic,PC brand Cranberry Goat's Milk Cheese may be unsafe due to pieces of plastic,"PC brand Cranberry Goat's Milk Cheese may be unsafe due to pieces of plastic      
       
  
                        
             
Starting date:
December 11, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall…",2019-12-11,Extraneous Material,Retail,Loblaw Companies Limited,National,Class 2
25,658,https://recalls-rappels.canada.ca/en/alert-recall/formaggi-della-famiglia-busti-brand-pistacchio-miele-di-pura-pecora-recalled-due,"Formaggi Della Famiglia Busti brand ""Pistacchio & Miele Di Pura Pecora"" recalled due to generic E. coli","Formaggi Della Famiglia Busti brand ""Pistacchio & Miele Di Pura Pecora"" recalled due to generic E. coli      
       
  
                        
             
Starting date:
December 9, 2019
Type of communication:…",2019-12-09,Microbiological - Other,Retail,Bruno & Nick Inc.,"British Columbia, Ontario",Class 2
26,660,https://recalls-rappels.canada.ca/en/alert-recall/landers-australian-brand-gluten-free-macadamia-shortbread-recalled-due-undeclared-milk,Landers' Australian brand Gluten free Macadamia Shortbread recalled due to undeclared milk,"Landers' Australian brand Gluten free Macadamia Shortbread recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 6, 2019
Type of communication:
Recall
Alert sub-type:…",2019-12-06,Allergen - Milk,Retail,Tosuta International Sales Ltd.,National,Class 2
27,661,https://recalls-rappels.canada.ca/en/alert-recall/casbah-brand-quinoa-ancient-grains-recalled-due-presence-insects,Casbah brand Quinoa & Ancient Grains recalled due to presence of insects,"Casbah brand Quinoa & Ancient Grains recalled due to presence of insects      
       
  
                        
             
Starting date:
December 5, 2019
Type of communication:
Recall
Alert sub-type:
Notification…",2019-12-05,Extraneous Material,Retail,Hain Celestial Canada,"New Brunswick, Ontario, Quebec, Newfoundland and Labrador",Class 3
28,662,https://recalls-rappels.canada.ca/en/alert-recall/amsellem-brand-solo-chorizo-dried-beef-sausage-recalled-due-salmonella,Amsellem brand Solo Chorizo – Dried Beef Sausage recalled due to Salmonella,"Amsellem brand Solo Chorizo – Dried Beef Sausage recalled due to Salmonella      
       
  
                        
             
Starting date:
December 4, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2019-12-04,Microbiological - Salmonella,Retail,Usine Amsellem Inc.,"Ontario, Possibly National",Class 2
29,663,https://recalls-rappels.canada.ca/en/alert-recall/golosini-brand-pancetta-stagionata-rigatino-dried-cured-pork-belly-recalled-due,"Golosini brand Pancetta Stagionata ""Rigatino"" - Dried Cured Pork Belly recalled due to Listeria monocytogenes","Golosini brand Pancetta Stagionata ""Rigatino"" - Dried Cured Pork Belly recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
December 3, 2019
Type of communication:…",2019-12-03,Microbiological - Listeria,Hotel/Restaurant/Institutional,Les Importations Mini Italia Inc.,Quebec,Class 1
30,664,https://recalls-rappels.canada.ca/en/alert-recall/smart-cake-brand-cake-products-recalled-due-metal-shavings,Smart Cake brand cake products recalled due to metal shavings,"Smart Cake brand cake products recalled due to metal shavings      
       
  
                        
             
Starting date:
December 3, 2019
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2019-12-03,Extraneous Material,Retail,Low Carb Canada,National,Class 3
31,665,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-coleslaw-recalled-due-salmonella,President's Choice brand Coleslaw recalled due to Salmonella,"President's Choice brand Coleslaw recalled due to Salmonella      
       
  
                        
             
Starting date:
December 3, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory…",2019-12-03,Microbiological - Salmonella,Consumer,Loblaw Companies Limited,"Alberta, British Columbia, Manitoba, Ontario, Possibly National, Saskatchewan",Class 2
32,666,https://recalls-rappels.canada.ca/en/alert-recall/gm-casearia-brand-burrata-cheese-recalled-due-generic-e-coli,GM Casearia brand Burrata Cheese recalled due to generic E. coli,"GM Casearia brand Burrata Cheese recalled due to generic E. coli      
       
  
                        
             
Starting date:
December 2, 2019
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2019-12-02,Microbiological - Other,Retail,A.M. Berchichi,"Ontario, Quebec",Class 2
33,667,https://recalls-rappels.canada.ca/en/alert-recall/cilento-brand-mozzarella-di-bufala-campana-recalled-due-listeria-monocytogenes,Cilento brand Mozzarella di Bufala Campana recalled due to Listeria monocytogenes,"Cilento brand Mozzarella di Bufala Campana recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 28, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall…",2019-11-28,Microbiological - Listeria,Retail,A.M. Berchichi,"Ontario, Quebec",Class 1
34,668,https://recalls-rappels.canada.ca/en/alert-recall/ourhome-brand-spicy-jjamppongs-recalled-due-undeclared-oyster-and-squid-0,Ourhome brand Spicy Jjamppongs recalled due to undeclared oyster and squid,"Ourhome brand Spicy Jjamppongs recalled due to undeclared oyster and squid      
       
  
                        
             
Starting date:
November 27, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2019-11-27,Allergen - Crustacean/Shellfish,Retail,Lemond Food Corp.,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Quebec",Class 3
38,669,https://recalls-rappels.canada.ca/en/alert-recall/pete-s-fine-foods-brand-cranberry-vanilla-cardamom-granola-recalled-due-undeclared,Pete's Fine Foods brand Cranberry Vanilla Cardamom Granola recalled due to undeclared pecans,"Pete's Fine Foods brand Cranberry Vanilla Cardamom Granola recalled due to undeclared pecans      
       
  
                        
             
Starting date:
November 27, 2019
Type of communication:
Recall
Alert sub-type…",2019-11-27,Allergen - Tree Nut,Retail,Sobeys Inc.,Nova Scotia,Class 3
39,671,https://recalls-rappels.canada.ca/en/alert-recall/dried-figs-lerida-size-5-recalled-due-presence-insects,Dried Figs Lerida Size 5 recalled due to presence of insects,"Dried Figs Lerida Size 5 recalled due to presence of insects      
       
  
                        
             
Starting date:
November 25, 2019
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2019-11-25,Extraneous Material,Retail,Green World Food Express Inc.,National,Class 3
40,672,https://recalls-rappels.canada.ca/en/alert-recall/lafleur-brand-original-wieners-recalled-due-listeria-monocytogenes,Lafleur brand Original Wieners recalled due to Listeria monocytogenes,"Lafleur brand Original Wieners recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 25, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2019-11-25,Microbiological - Listeria,Consumer,Olymel S.E.C. / L.P.,"Ontario, Quebec, Northwest Territories",Class 1
41,673,https://recalls-rappels.canada.ca/en/alert-recall/taza-brand-chat-papdi-gram-flour-snack-recalled-due-undeclared-wheat-1,Taza brand Chat Papdi – Gram Flour Snack recalled due to undeclared wheat,"Taza brand Chat Papdi – Gram Flour Snack recalled due to undeclared wheat      
       
  
                        
             
Starting date:
November 22, 2019
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2019-11-22,Allergen - Wheat,Consumer,Taza Food Products Ltd.,"Ontario, Quebec",Class 1
50,674,https://recalls-rappels.canada.ca/en/alert-recall/bonduelle-brand-salad-products-may-be-unsafe-due-e-coli-o157h7,Bonduelle brand salad products may be unsafe due to E. coli O157:H7,"Bonduelle brand salad products may be unsafe due to E. coli O157:H7      
       
  
                        
             
Starting date:
November 22, 2019
Type of communication:
Advisory
Alert sub-type:
Food Safety Warning…",2019-11-22,Microbiological - E. coli O157:H7,Consumer,Industry,"New Brunswick, Ontario, Possibly National, Quebec",--
51,676,https://recalls-rappels.canada.ca/en/alert-recall/backwoods-brand-cured-sausage-seasonings-summer-recalled-due-undeclared-mustard-4,Backwoods brand Cured Sausage Seasonings – Summer recalled due to undeclared mustard,"Backwoods brand Cured Sausage Seasonings – Summer recalled due to undeclared mustard      
       
  
                        
             
Starting date:
November 20, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall…",2019-11-20,Allergen - Mustard,Retail,Peavey Industries LP,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 2
87,678,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-vegetable-quinoa-recalled-due-presence-insects,President's Choice brand Vegetable Quinoa recalled due to presence of insects,"President's Choice brand Vegetable Quinoa recalled due to presence of insects      
       
  
                        
             
Starting date:
November 19, 2019
Type of communication:
Recall
Alert sub-type:
Notification…",2019-11-19,Extraneous Material,Retail,Loblaws Head Office,National,Class 3
88,679,https://recalls-rappels.canada.ca/en/alert-recall/farm-boy-brand-cheese-balls-recalled-due-listeria-monocytogenes,Farm Boy brand cheese balls recalled due to Listeria monocytogenes,"Farm Boy brand cheese balls recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 17, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2019-11-17,Microbiological - Listeria,Retail,Farm Boy,Ontario,Class 1
89,685,https://recalls-rappels.canada.ca/en/alert-recall/lobster-brine-and-crab-brine-sold-jars-no-labels-recalled-due-potential-presence,"Lobster in brine and Crab in brine, sold in jars with no labels, recalled due to potential presence of dangerous bacteria","Lobster in brine and Crab in brine, sold in jars with no labels, recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
November 13, 2019
Type of…",2019-11-13,Microbiological - Clostridium botulinum,Consumer,Denis Losier,"New Brunswick, Quebec",Class 1
90,686,https://recalls-rappels.canada.ca/en/alert-recall/gabriella-s-kitchen-skinny-pasta-brand-teff-vegan-macaroni-meal-recalled-due,Gabriella's Kitchen Skinny Pasta brand Teff Vegan Macaroni Meal recalled due to undeclared milk,"Gabriella's Kitchen Skinny Pasta brand Teff Vegan Macaroni Meal recalled due to undeclared milk      
       
  
                        
            
			
			
			
						
               	
						
	
	 
	
	Starting date:…",2019-11-08,Allergen - Milk,Retail,Gabriella's Kitchen Inc.,"Alberta, British Columbia",Class 1
91,687,https://recalls-rappels.canada.ca/en/alert-recall/freshii-brand-cocoa-energii-bites-and-bites-chocolate-chip-recalled-due-salmonella,freshii brand Cocoa Energii Bites and Bites - Chocolate Chip recalled due to Salmonella,"freshii brand Cocoa Energii Bites and Bites - Chocolate Chip recalled due to Salmonella      
       
  
                        
             
Starting date:
November 8, 2019
Type of communication:
Recall
Alert sub-type:…",2019-11-08,Microbiological - Salmonella,Warehouse,Naturally Splendid Enterprises Ltd.,British Columbia,Class 2
92,689,https://recalls-rappels.canada.ca/en/alert-recall/various-raw-beef-and-raw-veal-products-recalled-due-e-coli-o157h7-0,Various raw beef and raw veal products recalled due to E. coli O157:H7,"Various raw beef and raw veal products recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
November 6, 2019
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2019-11-06,Microbiological - E. coli O157:H7,Retail,"Al-Ghani Halal Meat, Al-Marwa Halal Meat, Choice Wholesale Meats Ltd.",Ontario,Class 1
668,690,https://recalls-rappels.canada.ca/en/alert-recall/nossack-brand-european-style-back-bacon-recalled-due-listeria-monocytogenes,Nossack brand European Style Back Bacon recalled due to Listeria monocytogenes,"Nossack brand European Style Back Bacon recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 6, 2019
Type of communication:
Recall
Alert sub-type:
Updated Food…",2019-11-06,Microbiological - Listeria,Hotel/Restaurant/Institutional,Nossack Fine Meats Ltd.,"Alberta, British Columbia, Manitoba, Possibly National",Class 1
669,691,https://recalls-rappels.canada.ca/en/alert-recall/various-fresh-cut-vegetable-products-recalled-due-listeria-monocytogenes-0,Various fresh-cut vegetable products recalled due to Listeria monocytogenes,"Various fresh-cut vegetable products recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 6, 2019
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2019-11-06,Microbiological - Listeria,Retail,Courchesne Larose Ltée,National,Class 1
673,693,https://recalls-rappels.canada.ca/en/alert-recall/ready-eat-filicetti-brand-dry-cured-italian-style-sausage-hot-recalled-due-salmonella,Ready-to-Eat Filicetti brand Dry Cured Italian Style Sausage (Hot) recalled due to Salmonella,"Ready-to-Eat Filicetti brand Dry Cured Italian Style Sausage (Hot) recalled due to Salmonella      
       
  
                        
             
Starting date:
November 5, 2019
Type of communication:
Recall
Alert sub-type:…",2019-11-05,Microbiological - Salmonella,Consumer,Filicetti Foods Inc.,"British Columbia, Ontario, Quebec",Class 1
674,694,https://recalls-rappels.canada.ca/en/alert-recall/grenache-brand-caramel-spread-recalled-due-rancidity-and-taste,Grenache brand Caramel Spread recalled due to rancidity and off-taste,"Grenache brand Caramel Spread recalled due to rancidity and off-taste      
       
  
                        
             
Starting date:
November 5, 2019
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2019-11-05,"Microbiological - Other, Other",Retail,Smucker Foods of  Canada Corp.,"Ontario, Quebec",Class 3
675,697,https://recalls-rappels.canada.ca/en/alert-recall/compliments-brand-fresh-cut-vegetable-products-recalled-due-listeria-monocytogenes,Compliments brand fresh-cut vegetable products recalled due to Listeria monocytogenes,"Compliments brand fresh-cut vegetable products recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
November 1, 2019
Type of communication:
Recall
Alert sub-type:
Updated…",2019-11-01,Microbiological - Listeria,Retail,Sobeys Inc.,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Saskatchewan",Class 1
676,698,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-roasted-garlic-herb-quinoa-recalled-due-presence-insects,President's Choice brand Roasted Garlic & Herb Quinoa recalled due to presence of insects,"President's Choice brand Roasted Garlic & Herb Quinoa recalled due to presence of insects      
       
  
                        
             
Starting date:
November 1, 2019
Type of communication:
Recall
Alert sub-type…",2019-11-01,Extraneous Material,Retail,Loblaws Head Office,National,Class 3
677,701,https://recalls-rappels.canada.ca/en/alert-recall/compliments-brand-sweet-kale-blend-recalled-due-listeria-monocytogenes,Compliments brand Sweet Kale Blend recalled due to Listeria monocytogenes,"Compliments brand Sweet Kale Blend recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
October 30, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2019-10-30,Microbiological - Listeria,Retail,Sobeys Inc.,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Saskatchewan",Class 1
678,702,https://recalls-rappels.canada.ca/en/alert-recall/fromagerie-bergeron-brand-gouda-curds-and-populaire-recalled-due-salmonella,"Fromagerie Bergeron brand Gouda Curds and ""Le Populaire"" recalled due to Salmonella","Fromagerie Bergeron brand Gouda Curds and ""Le Populaire"" recalled due to Salmonella      
       
  
                        
             
Starting date:
October 30, 2019
Type of communication:
Recall
Alert sub-type:…",2019-10-30,Microbiological - Salmonella,Retail,Fromagerie Bergeron Inc.,"Ontario, Quebec",Class 2
679,703,https://recalls-rappels.canada.ca/en/alert-recall/parent-s-choice-brand-infant-formula-babies-sensitive-lactose-recalled-due-cronobacter,Parent's Choice brand Infant Formula for Babies Sensitive to Lactose recalled due to Cronobacter spp.,"Parent's Choice brand Infant Formula for Babies Sensitive to Lactose recalled due to Cronobacter spp.      
       
  
                        
             
Starting date:
October 30, 2019
Type of communication:
Recall
Alert…",2019-10-30,Microbiological - Other,Retail,Walmart Canada Corp.,National,Class 1
680,705,https://recalls-rappels.canada.ca/en/alert-recall/portofino-brand-fruit-fiber-breakfast-cookie-single-recalled-due-undeclared-sesame,Portofino brand Fruit & Fiber Breakfast Cookie Single recalled due to undeclared sesame seeds,"Portofino brand Fruit & Fiber Breakfast Cookie Single recalled due to undeclared sesame seeds      
       
  
                        
             
Starting date:
October 28, 2019
Type of communication:
Recall
Alert sub-type…",2019-10-28,Allergen - Sesame Seeds,Retail,Portofino Bakery,British Columbia,Class 3
681,706,https://recalls-rappels.canada.ca/en/alert-recall/baxter-s-brand-buttermilk-recalled-due-sanitizer-residue,Baxter's brand Buttermilk recalled due to sanitizer residue,"Baxter's brand Buttermilk recalled due to sanitizer residue      
       
  
                        
             
Starting date:
October 28, 2019
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2019-10-28,Chemical,"Retail, Hotel/Restaurant/Institutional",Saputo Dairy Products Canada,"New Brunswick, Nova Scotia",Class 3
682,707,https://recalls-rappels.canada.ca/en/alert-recall/milia-brand-baked-goods-recalled-due-undeclared-milk,Milia brand baked goods recalled due to undeclared milk,"Milia brand baked goods recalled due to undeclared milk      
       
  
                        
             
Starting date:
October 28, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2019-10-28,Allergen - Milk,Retail,Boulangerie Gondole Inc.,"Ontario, Quebec",Class 2
683,709,https://recalls-rappels.canada.ca/en/alert-recall/bavarian-premium-meats-brand-headcheese-recalled-due-undeclared-mustard,Bavarian Premium Meats brand Headcheese recalled due to undeclared mustard,"Bavarian Premium Meats brand Headcheese recalled due to undeclared mustard      
       
  
                        
             
Starting date:
October 25, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2019-10-25,Allergen - Mustard,Retail,Bavarian Link Meat Products Ltd. (EST. 598),"Ontario, Quebec",Class 1
684,710,https://recalls-rappels.canada.ca/en/alert-recall/kirkland-signature-brand-non-gmo-infant-formula-babies-sensitive-lactose-recalled-due,Kirkland Signature brand Non-GMO Infant Formula for Babies Sensitive to Lactose recalled due to Cronobacter spp.,"Kirkland Signature brand Non-GMO Infant Formula for Babies Sensitive to Lactose recalled due to Cronobacter spp.      
       
  
                        
             
Starting date:
October 25, 2019
Type of communication:
Recall…",2019-10-25,Microbiological - Other,Retail,Costco Wholesale Canada Ltd.,National,Class 1
685,712,https://recalls-rappels.canada.ca/en/alert-recall/ready-eat-drake-meats-brand-salami-chub-recalled-due-potential-undercooking,Ready-to-eat Drake Meats brand Salami (chub) recalled due to potential undercooking,"Ready-to-eat Drake Meats brand Salami (chub) recalled due to potential undercooking      
       
  
                        
             
Starting date:
October 25, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall…",2019-10-25,Other,Retail,Drake Meats,Saskatchewan,Class 2
686,713,https://recalls-rappels.canada.ca/en/alert-recall/deshi-brand-keski-shutki-ganges-river-sprat-recalled-due-malachite-green,Deshi brand Keski Shutki - Ganges River Sprat recalled due to malachite green,"Deshi brand Keski Shutki - Ganges River Sprat recalled due to malachite green      
       
  
                        
             
Starting date:
October 24, 2019
Type of communication:
Recall
Alert sub-type:
Notification…",2019-10-24,Chemical,Retail,Deshi Foods Inc.,"Ontario, Quebec",Class 2
687,716,https://recalls-rappels.canada.ca/en/alert-recall/popchips-brand-sea-salt-vinegar-potato-chips-recalled-due-undeclared-wheat,Popchips brand Sea Salt & Vinegar Potato Chips recalled due to undeclared wheat,"Popchips brand Sea Salt & Vinegar Potato Chips recalled due to undeclared wheat      
       
  
                        
             
Starting date:
October 23, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall…",2019-10-23,"Allergen - Gluten, Allergen - Wheat",Retail,"Thomas, Large & Singer Inc.",National,Class 2
688,720,https://recalls-rappels.canada.ca/en/alert-recall/mf-inc-brand-fishballs-recalled-due-potential-presence-dangerous-bacteria,MF Inc. brand fishballs recalled due to potential presence of dangerous bacteria,"MF Inc. brand fishballs recalled due to potential presence of dangerous bacteria      
       
  
                        
             
Starting date:
October 19, 2019
Type of communication:
Recall
Alert sub-type:
Food Recall…",2019-10-19,Microbiological - Clostridium botulinum,Consumer,Mannarich Foods Inc.,"Ontario, Quebec",Class 1
689,721,https://recalls-rappels.canada.ca/en/alert-recall/bouvry-export-calgary-ltd-brand-beef-cheekmeat-recalled-due-e-coli-o157h7,Bouvry Export Calgary Ltd. brand Beef Cheekmeat recalled due to E. coli O157:H7,"Bouvry Export Calgary Ltd. brand Beef Cheekmeat recalled due to E. coli O157:H7      
       
  
                        
             
Starting date:
October 18, 2019
Type of communication:
Recall
Alert sub-type:
Notification…",2019-10-18,Microbiological - E. coli O157:H7,Hotel/Restaurant/Institutional,Bouvry Export Calgary Ltd.,Alberta,Class 1
690,723,https://recalls-rappels.canada.ca/en/alert-recall/various-ready-eat-dry-sausages-and-products-recalled-due-salmonella,Various Ready-to-Eat dry sausages and products recalled due to Salmonella,"Various Ready-to-Eat dry sausages and products recalled due to Salmonella      
       
  
                        
             
Starting date:
October 17, 2019
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2019-10-17,Microbiological - Salmonella,Consumer,Longo's,Ontario,Class 2
691,725,https://recalls-rappels.canada.ca/en/alert-recall/various-ready-eat-dry-sausages-recalled-due-salmonella,Various Ready-to-Eat dry sausages recalled due to Salmonella,"Various Ready-to-Eat dry sausages recalled due to Salmonella      
       
  
                        
            
			
			
			
						
               	
						
	
	 
	
	Starting date:
			October 16, 2019				
		 
			Type of…",2019-10-16,Microbiological - Salmonella,Retail,"Filicetti Foods Inc., Venetian Meat & Salami Co. Ltd.","Alberta, British Columbia, Ontario, Quebec",Class 2
